acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,label
0.817,0.549,0.074,15.032,5.705,-22.085,brushing
0.808,0.558,0.072,15.032,5.705,-22.085,brushing
0.808,0.558,0.072,14.437,6.562,-23.31,brushing
0.823,0.603,0.073,14.437,6.562,-23.31,brushing
0.823,0.603,0.073,13.597,6.002,-24.202,brushing
0.829,0.637,0.091,13.597,6.002,-24.202,brushing
0.829,0.637,0.091,12.775,3.5,-22.382,brushing
0.826,0.655,0.077,12.775,3.5,-22.382,brushing
0.826,0.655,0.077,12.197,1.207,-18.585,brushing
0.805,0.626,0.071,12.197,1.207,-18.585,brushing
0.805,0.626,0.071,11.112,-0.647,-15.995,brushing
0.795,0.601,0.078,11.112,-0.647,-15.995,brushing
0.795,0.601,0.078,11.55,-0.192,-16.502,brushing
0.784,0.598,0.089,11.55,-0.192,-16.502,brushing
0.784,0.598,0.089,13.527,1.872,-18.095,brushing
0.771,0.644,0.079,13.527,1.872,-18.095,brushing
0.771,0.644,0.079,14.962,-0.875,-16.975,brushing
0.756,0.656,0.061,14.962,-0.875,-16.975,brushing
0.74,0.633,0.053,14.962,-0.875,-16.975,brushing
0.74,0.633,0.053,16.345,-7,-15.855,brushing
0.724,0.611,0.044,16.345,-7,-15.855,brushing
0.724,0.611,0.044,18.672,-11.62,-16.642,brushing
0.709,0.609,0.053,18.672,-11.62,-16.642,brushing
0.709,0.609,0.053,21.752,-14.7,-17.867,brushing
0.695,0.604,0.064,21.752,-14.7,-17.867,brushing
0.695,0.604,0.064,26.495,-17.955,-18.497,brushing
0.684,0.597,0.069,26.495,-17.955,-18.497,brushing
0.684,0.597,0.069,32.357,-19.775,-17.85,brushing
0.669,0.573,0.053,32.357,-19.775,-17.85,brushing
0.669,0.573,0.053,38.447,-17.762,-17.377,brushing
0.67,0.587,0.04,38.447,-17.762,-17.377,brushing
0.67,0.587,0.04,42.787,-12.722,-16.975,brushing
0.655,0.55,0.021,42.787,-12.722,-16.975,brushing
0.655,0.55,0.021,46.112,-5.652,-17.307,brushing
0.698,0.575,-0.011,46.112,-5.652,-17.307,brushing
0.722,0.514,-0.026,47.442,-3.85,-21.455,brushing
0.752,0.448,-0.065,47.442,-3.85,-21.455,brushing
0.752,0.448,-0.065,50.225,13.23,-28.945,brushing
0.735,0.533,-0.051,50.225,13.23,-28.945,brushing
0.735,0.533,-0.051,51.975,46.165,-31.447,brushing
0.723,0.621,-0.077,51.975,46.165,-31.447,brushing
0.723,0.621,-0.077,53.182,58.905,-33.932,brushing
0.723,0.725,-0.108,53.182,58.905,-33.932,brushing
0.723,0.725,-0.108,52.745,58.432,-34.702,brushing
0.732,0.786,-0.129,52.745,58.432,-34.702,brushing
0.732,0.786,-0.129,51.205,50.067,-34.002,brushing
0.744,0.808,-0.132,51.205,50.067,-34.002,brushing
0.744,0.808,-0.132,49.105,39.322,-33.232,brushing
0.747,0.815,-0.136,49.105,39.322,-33.232,brushing
0.747,0.815,-0.136,46.602,29.172,-32.935,brushing
0.751,0.806,-0.147,46.602,29.172,-32.935,brushing
0.751,0.806,-0.147,43.19,22.067,-32.812,brushing
0.749,0.805,-0.157,43.19,22.067,-32.812,brushing
0.75,0.809,-0.161,38.71,17.99,-32.392,brushing
0.75,0.823,-0.158,38.71,17.99,-32.392,brushing
0.75,0.823,-0.158,33.46,15.26,-31.027,brushing
0.747,0.84,-0.157,33.46,15.26,-31.027,brushing
0.747,0.84,-0.157,27.685,12.267,-28.612,brushing
0.746,0.841,-0.148,27.685,12.267,-28.612,brushing
0.746,0.841,-0.148,21.595,8.085,-25.375,brushing
0.746,0.84,-0.146,21.595,8.085,-25.375,brushing
0.746,0.84,-0.146,15.82,3.097,-21.805,brushing
0.744,0.837,-0.149,15.82,3.097,-21.805,brushing
0.744,0.837,-0.149,10.587,-2.625,-17.972,brushing
0.734,0.818,-0.163,10.587,-2.625,-17.972,brushing
0.734,0.818,-0.163,6.16,-6.247,-14.052,brushing
0.725,0.799,-0.175,6.16,-6.247,-14.052,brushing
0.725,0.799,-0.175,2.572,-8.137,-10.43,brushing
0.713,0.789,-0.181,2.572,-8.137,-10.43,brushing
0.713,0.789,-0.181,0.122,-9.922,-7.14,brushing
0.703,0.776,-0.186,0.122,-9.922,-7.14,brushing
0.688,0.768,-0.195,0.122,-9.922,-7.14,brushing
0.688,0.768,-0.195,-1.26,-11.235,-4.095,brushing
0.672,0.761,-0.204,-1.26,-11.235,-4.095,brushing
0.672,0.761,-0.204,-1.907,-12.32,-1.435,brushing
0.658,0.751,-0.21,-1.907,-12.32,-1.435,brushing
0.658,0.751,-0.21,-2.1,-13.562,0.665,brushing
0.645,0.738,-0.209,-2.1,-13.562,0.665,brushing
0.645,0.738,-0.209,-1.855,-14.052,2.1,brushing
0.636,0.722,-0.209,-1.855,-14.052,2.1,brushing
0.636,0.722,-0.209,-1.225,-13.545,2.66,brushing
0.627,0.702,-0.206,-1.225,-13.545,2.66,brushing
0.627,0.702,-0.206,-0.21,-10.85,2.467,brushing
0.624,0.7,-0.214,-0.21,-10.85,2.467,brushing
0.624,0.7,-0.214,0.612,-6.895,1.855,brushing
0.619,0.703,-0.212,0.612,-6.895,1.855,brushing
0.619,0.703,-0.212,1.015,-4.48,1.015,brushing
0.62,0.709,-0.218,1.015,-4.48,1.015,brushing
0.62,0.709,-0.218,1.12,-2.957,0,brushing
0.62,0.707,-0.21,1.12,-2.957,0,brushing
0.623,0.71,-0.207,1.12,-2.957,0,brushing
0.623,0.71,-0.207,1.19,-1.627,-1.207,brushing
0.624,0.717,-0.202,1.19,-1.627,-1.207,brushing
0.624,0.717,-0.202,1.33,-0.227,-2.38,brushing
0.627,0.721,-0.204,1.33,-0.227,-2.38,brushing
0.627,0.721,-0.204,1.417,0.42,-3.465,brushing
0.629,0.732,-0.202,1.417,0.42,-3.465,brushing
0.629,0.732,-0.202,1.277,1.172,-4.147,brushing
0.632,0.75,-0.202,1.277,1.172,-4.147,brushing
0.632,0.75,-0.202,0.98,1.172,-4.252,brushing
0.634,0.772,-0.198,0.98,1.172,-4.252,brushing
0.634,0.772,-0.198,0.56,-0.735,-3.745,brushing
0.634,0.778,-0.189,0.56,-0.735,-3.745,brushing
0.634,0.778,-0.189,0.437,-3.745,-2.8,brushing
0.635,0.777,-0.18,0.437,-3.745,-2.8,brushing
0.635,0.777,-0.18,0.875,-5.932,-1.75,brushing
0.635,0.763,-0.177,0.875,-5.932,-1.75,brushing
0.635,0.763,-0.177,1.785,-5.565,-0.752,brushing
0.632,0.753,-0.175,1.785,-5.565,-0.752,brushing
0.632,0.743,-0.175,1.785,-5.565,-0.752,brushing
0.632,0.743,-0.175,2.905,-3.972,0.175,brushing
0.633,0.741,-0.175,2.905,-3.972,0.175,brushing
0.633,0.741,-0.175,3.85,-1.995,0.77,brushing
0.637,0.743,-0.177,3.85,-1.995,0.77,brushing
0.637,0.743,-0.177,4.567,-0.7,1.137,brushing
0.64,0.748,-0.177,4.567,-0.7,1.137,brushing
0.64,0.748,-0.177,4.97,-0.875,1.33,brushing
0.643,0.751,-0.181,4.97,-0.875,1.33,brushing
0.643,0.751,-0.181,4.952,-2.432,1.295,brushing
0.645,0.745,-0.182,4.952,-2.432,1.295,brushing
