acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,label
-0.452,0.645,0.575,0.192,-5.197,-2.695,cleaning
-0.452,0.645,0.575,0.035,-4.637,-2.975,cleaning
-0.452,0.642,0.569,0.035,-4.637,-2.975,cleaning
-0.452,0.642,0.569,-0.017,-3.972,-3.01,cleaning
-0.452,0.646,0.571,-0.017,-3.972,-3.01,cleaning
-0.452,0.646,0.571,-0.297,-3.99,-2.922,cleaning
-0.451,0.645,0.571,-0.297,-3.99,-2.922,cleaning
-0.451,0.645,0.571,-0.752,-3.762,-3.045,cleaning
-0.452,0.647,0.573,-0.752,-3.762,-3.045,cleaning
-0.454,0.644,0.569,-1.225,-3.237,-3.43,cleaning
-0.459,0.644,0.567,-1.225,-3.237,-3.43,cleaning
-0.459,0.644,0.567,-1.697,-2.607,-3.902,cleaning
-0.464,0.643,0.567,-1.697,-2.607,-3.902,cleaning
-0.464,0.643,0.567,-2.117,-2.222,-4.602,cleaning
-0.457,0.646,0.565,-2.117,-2.222,-4.602,cleaning
-0.457,0.646,0.565,-2.695,-1.767,-4.987,cleaning
-0.46,0.654,0.569,-2.695,-1.767,-4.987,cleaning
-0.46,0.654,0.569,-3.937,-2.73,-5.617,cleaning
-0.458,0.653,0.574,-3.937,-2.73,-5.617,cleaning
-0.458,0.653,0.574,-5.442,-4.13,-6.615,cleaning
-0.464,0.65,0.575,-5.442,-4.13,-6.615,cleaning
-0.464,0.65,0.575,-6.772,-4.41,-7.822,cleaning
-0.469,0.645,0.57,-6.772,-4.41,-7.822,cleaning
-0.469,0.645,0.57,-7.525,-3.64,-9.152,cleaning
-0.475,0.645,0.566,-7.525,-3.64,-9.152,cleaning
-0.475,0.645,0.566,-7.962,-2.065,-10.64,cleaning
-0.476,0.658,0.564,-7.962,-2.065,-10.64,cleaning
-0.475,0.674,0.565,-7.962,-2.065,-10.64,cleaning
-0.475,0.674,0.565,-8.697,-2.537,-12.372,cleaning
-0.483,0.667,0.569,-8.697,-2.537,-12.372,cleaning
-0.483,0.667,0.569,-9.66,-6.387,-14.192,cleaning
-0.489,0.672,0.575,-9.66,-6.387,-14.192,cleaning
-0.489,0.672,0.575,-10.972,-12.6,-16.065,cleaning
-0.494,0.656,0.57,-10.972,-12.6,-16.065,cleaning
-0.494,0.656,0.57,-12.407,-17.097,-17.395,cleaning
-0.515,0.605,0.565,-12.407,-17.097,-17.395,cleaning
-0.515,0.605,0.565,-12.74,-16.59,-18.725,cleaning
-0.521,0.62,0.548,-12.74,-16.59,-18.725,cleaning
