acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,label
-0.364,0.365,0.821,5.075,-2.607,-2.152,cleaning
-0.364,0.365,0.821,5.355,-2.03,-2.117,cleaning
-0.365,0.369,0.824,5.355,-2.03,-2.117,cleaning
-0.365,0.369,0.824,5.635,-2.135,-2.047,cleaning
-0.362,0.365,0.824,5.635,-2.135,-2.047,cleaning
-0.362,0.365,0.824,5.722,-2.502,-1.995,cleaning
-0.359,0.364,0.824,5.722,-2.502,-1.995,cleaning
-0.359,0.364,0.824,5.792,-2.397,-1.925,cleaning
-0.357,0.367,0.827,5.792,-2.397,-1.925,cleaning
-0.357,0.367,0.827,5.687,-2.432,-1.925,cleaning
-0.36,0.373,0.828,5.687,-2.432,-1.925,cleaning
-0.36,0.373,0.828,5.617,-2.712,-1.977,cleaning
-0.356,0.369,0.827,5.617,-2.712,-1.977,cleaning
-0.356,0.369,0.827,5.442,-2.625,-2.012,cleaning
-0.357,0.367,0.827,5.442,-2.625,-2.012,cleaning
-0.357,0.367,0.827,5.267,-2.275,-1.995,cleaning
-0.357,0.371,0.828,5.267,-2.275,-1.995,cleaning
-0.357,0.371,0.828,5.005,-2.485,-2.1,cleaning
-0.354,0.371,0.826,5.005,-2.485,-2.1,cleaning
-0.354,0.373,0.828,5.005,-2.485,-2.1,cleaning
-0.354,0.373,0.828,4.637,-2.782,-2.152,cleaning
-0.353,0.369,0.826,4.637,-2.782,-2.152,cleaning
-0.353,0.369,0.826,4.305,-3.097,-1.995,cleaning
-0.357,0.369,0.83,4.305,-3.097,-1.995,cleaning
-0.357,0.369,0.83,4.06,-3.5,-1.925,cleaning
-0.357,0.368,0.826,4.06,-3.5,-1.925,cleaning
-0.357,0.368,0.826,4.042,-3.5,-1.855,cleaning
-0.355,0.368,0.825,4.042,-3.5,-1.855,cleaning
-0.355,0.368,0.825,3.972,-3.325,-1.75,cleaning
-0.356,0.37,0.828,3.972,-3.325,-1.75,cleaning
-0.356,0.37,0.828,3.902,-3.447,-1.837,cleaning
-0.353,0.368,0.829,3.902,-3.447,-1.837,cleaning
-0.353,0.368,0.829,3.885,-3.22,-1.977,cleaning
-0.353,0.375,0.826,3.885,-3.22,-1.977,cleaning
-0.353,0.375,0.826,3.762,-3.255,-1.89,cleaning
-0.353,0.375,0.824,3.762,-3.255,-1.89,cleaning
-0.354,0.37,0.825,3.57,-3.867,-1.925,cleaning
-0.355,0.374,0.827,3.57,-3.867,-1.925,cleaning
-0.355,0.374,0.827,3.57,-3.745,-1.942,cleaning
-0.355,0.373,0.827,3.57,-3.745,-1.942,cleaning
-0.355,0.373,0.827,3.64,-3.622,-1.89,cleaning
-0.353,0.369,0.823,3.64,-3.622,-1.89,cleaning
-0.353,0.369,0.823,3.71,-3.78,-1.977,cleaning
-0.354,0.372,0.826,3.71,-3.78,-1.977,cleaning
-0.354,0.372,0.826,3.762,-3.762,-2.012,cleaning
-0.352,0.374,0.826,3.762,-3.762,-2.012,cleaning
-0.352,0.374,0.826,3.71,-4.042,-2.012,cleaning
-0.353,0.372,0.827,3.71,-4.042,-2.012,cleaning
-0.353,0.372,0.827,3.605,-4.182,-1.977,cleaning
-0.354,0.371,0.828,3.605,-4.182,-1.977,cleaning
-0.354,0.371,0.828,3.517,-4.13,-2.03,cleaning
-0.354,0.371,0.827,3.517,-4.13,-2.03,cleaning
-0.354,0.371,0.827,3.57,-4.077,-2.03,cleaning
-0.353,0.372,0.826,3.57,-4.077,-2.03,cleaning
-0.354,0.371,0.827,3.622,-4.287,-1.837,cleaning
-0.352,0.367,0.825,3.622,-4.287,-1.837,cleaning
-0.352,0.367,0.825,3.64,-4.34,-1.662,cleaning
-0.353,0.371,0.829,3.64,-4.34,-1.662,cleaning
-0.353,0.371,0.829,3.675,-3.972,-1.505,cleaning
