acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,label
-0.147,0.553,0.79,2.747,-0.77,0.542,pick_drop
-0.148,0.548,0.79,2.747,-0.77,0.542,pick_drop
-0.148,0.548,0.79,2.765,-2.362,0.14,pick_drop
-0.148,0.546,0.792,2.765,-2.362,0.14,pick_drop
-0.148,0.546,0.792,2.712,-3.307,-0.315,pick_drop
-0.147,0.544,0.794,2.712,-3.307,-0.315,pick_drop
-0.147,0.544,0.794,2.625,-3.657,-0.577,pick_drop
-0.143,0.547,0.793,2.625,-3.657,-0.577,pick_drop
-0.143,0.547,0.793,2.66,-3.815,-0.665,pick_drop
-0.143,0.55,0.793,2.66,-3.815,-0.665,pick_drop
-0.143,0.55,0.793,2.66,-4.427,-0.752,pick_drop
-0.141,0.549,0.794,2.66,-4.427,-0.752,pick_drop
-0.141,0.549,0.794,2.625,-4.9,-0.717,pick_drop
-0.142,0.547,0.795,2.625,-4.9,-0.717,pick_drop
-0.142,0.547,0.795,2.625,-4.9,-0.577,pick_drop
-0.142,0.544,0.799,2.625,-4.9,-0.577,pick_drop
-0.142,0.544,0.799,2.66,-4.427,-0.385,pick_drop
-0.14,0.54,0.799,2.66,-4.427,-0.385,pick_drop
-0.135,0.527,0.799,2.66,-4.427,-0.385,pick_drop
-0.135,0.527,0.799,2.712,-4.025,-0.367,pick_drop
-0.138,0.534,0.8,2.712,-4.025,-0.367,pick_drop
-0.138,0.534,0.8,2.992,-3.097,-0.525,pick_drop
-0.153,0.559,0.801,2.992,-3.097,-0.525,pick_drop
-0.153,0.559,0.801,3.237,-0.857,-0.052,pick_drop
-0.147,0.551,0.784,3.237,-0.857,-0.052,pick_drop
-0.147,0.551,0.784,3.097,-1.557,-0.017,pick_drop
-0.148,0.554,0.783,3.097,-1.557,-0.017,pick_drop
-0.148,0.554,0.783,2.747,-3.342,-0.647,pick_drop
-0.147,0.562,0.788,2.747,-3.342,-0.647,pick_drop
-0.147,0.562,0.788,2.485,-5.705,-1.102,pick_drop
-0.142,0.552,0.791,2.485,-5.705,-1.102,pick_drop
-0.142,0.552,0.791,2.31,-7.402,-1.365,pick_drop
-0.143,0.544,0.796,2.31,-7.402,-1.365,pick_drop
-0.143,0.544,0.796,2.31,-7.14,-1.347,pick_drop
-0.145,0.541,0.801,2.31,-7.14,-1.347,pick_drop
-0.145,0.541,0.801,2.432,-5.862,-1.12,pick_drop
-0.145,0.538,0.797,2.432,-5.862,-1.12,pick_drop
-0.145,0.543,0.796,2.432,-5.862,-1.12,pick_drop
-0.145,0.543,0.796,2.432,-4.9,-1.032,pick_drop
-0.142,0.548,0.795,2.432,-4.9,-1.032,pick_drop
-0.142,0.548,0.795,2.45,-4.812,-0.997,pick_drop
-0.143,0.547,0.794,2.45,-4.812,-0.997,pick_drop
-0.143,0.547,0.794,2.415,-5.25,-0.962,pick_drop
-0.143,0.545,0.795,2.415,-5.25,-0.962,pick_drop
-0.143,0.545,0.795,2.397,-5.635,-0.927,pick_drop
-0.145,0.54,0.797,2.397,-5.635,-0.927,pick_drop
-0.145,0.54,0.797,2.362,-5.512,-0.962,pick_drop
-0.147,0.537,0.799,2.362,-5.512,-0.962,pick_drop
-0.147,0.537,0.799,2.38,-4.97,-1.032,pick_drop
-0.147,0.535,0.801,2.38,-4.97,-1.032,pick_drop
-0.147,0.535,0.801,2.467,-4.025,-1.05,pick_drop
-0.145,0.537,0.799,2.467,-4.025,-1.05,pick_drop
-0.145,0.537,0.799,2.537,-3.167,-1.137,pick_drop
-0.145,0.538,0.796,2.537,-3.167,-1.137,pick_drop
-0.145,0.538,0.796,2.642,-2.817,-1.19,pick_drop
-0.143,0.543,0.795,2.642,-2.817,-1.19,pick_drop
-0.14,0.548,0.794,2.642,-2.817,-1.19,pick_drop
-0.14,0.548,0.794,2.817,-2.957,-1.225,pick_drop
-0.137,0.553,0.797,2.817,-2.957,-1.225,pick_drop
-0.137,0.553,0.797,2.887,-3.465,-1.312,pick_drop
-0.14,0.539,0.796,2.887,-3.465,-1.312,pick_drop
