time[us],acc_l_x[mg],acc_l_y[mg],acc_l_z[mg],gyro_x[mdps],gyro_y[mdps],gyro_z[mdps],label
30881642,-106,415,874,437,-5810,-1872,cleaning
30885018,-106,415,874,560,-6037,-1820,cleaning
30898767,-107,413,872,560,-6037,-1820,cleaning
30904279,-107,413,872,630,-6265,-1855,cleaning
30916198,-110,412,873,630,-6265,-1855,cleaning
30923540,-110,412,873,700,-6037,-1942,cleaning
30933323,-112,412,876,700,-6037,-1942,cleaning
30942799,-112,412,876,945,-5512,-1942,cleaning
30950446,-112,413,878,945,-5512,-1942,cleaning
30962058,-112,413,878,1190,-5337,-1960,cleaning
30967874,-110,412,882,1190,-5337,-1960,cleaning
30981013,-110,412,882,1487,-5337,-2030,cleaning
30985000,-109,410,879,1487,-5337,-2030,cleaning
31000274,-109,410,879,1715,-5215,-2082,cleaning
31002431,-110,409,875,1715,-5215,-2082,cleaning
31019535,-110,411,876,1802,-4847,-2047,cleaning
31036653,-112,413,879,1802,-4847,-2047,cleaning
31038809,-112,413,879,1820,-4672,-1995,cleaning
31054083,-113,413,880,1820,-4672,-1995,cleaning
31058069,-113,413,880,1837,-4812,-1977,cleaning
31071207,-112,409,878,1837,-4812,-1977,cleaning
31077025,-112,409,878,1890,-4987,-1925,cleaning
31088332,-111,406,875,1890,-4987,-1925,cleaning
31096285,-111,406,875,1890,-4760,-1942,cleaning
31105762,-113,408,876,1890,-4760,-1942,cleaning
31115543,-113,408,876,1907,-4515,-1872,cleaning
31122886,-115,410,879,1907,-4515,-1872,cleaning
31134805,-115,410,879,1925,-4690,-1837,cleaning
31140011,-115,409,879,1925,-4690,-1837,cleaning
31153760,-115,409,879,1995,-4795,-1837,cleaning
31157441,-116,408,877,1995,-4795,-1837,cleaning
31173021,-116,408,877,2065,-4602,-1872,cleaning
31174567,-115,410,879,2065,-4602,-1872,cleaning
31191672,-116,411,880,2065,-4602,-1872,cleaning
31192302,-116,411,880,2222,-4550,-1872,cleaning
31209100,-116,408,878,2222,-4550,-1872,cleaning
31211562,-116,408,878,2362,-4672,-1890,cleaning
31226225,-115,411,879,2362,-4672,-1890,cleaning
31230517,-115,411,879,2502,-4532,-1925,cleaning
31243351,-115,409,879,2502,-4532,-1925,cleaning
31249778,-115,409,879,2625,-4585,-1890,cleaning
31260780,-115,408,877,2625,-4585,-1890,cleaning
31269037,-115,408,877,2712,-4462,-1872,cleaning
31277905,-114,408,875,2712,-4462,-1872,cleaning
31288298,-114,408,875,2642,-4480,-1872,cleaning
31295031,-113,410,876,2642,-4480,-1872,cleaning
31307560,-113,410,876,2555,-4497,-1732,cleaning
31312461,-112,411,878,2555,-4497,-1732,cleaning
31326516,-112,411,878,2450,-5075,-1557,cleaning
31329587,-111,404,877,2450,-5075,-1557,cleaning
31345776,-111,404,877,2432,-5040,-1417,cleaning
31347017,-112,403,877,2432,-5040,-1417,cleaning
31364121,-113,408,879,2432,-5040,-1417,cleaning
31365057,-113,408,879,2397,-4515,-1312,cleaning
31381245,-113,412,882,2397,-4515,-1312,cleaning
31384317,-113,412,882,2310,-4147,-1260,cleaning
31398676,-113,413,885,2310,-4147,-1260,cleaning
31403578,-113,413,885,2222,-4287,-1155,cleaning
31415802,-113,409,884,2222,-4287,-1155,cleaning
31422534,-113,409,884,2205,-4707,-1172,cleaning
31432927,-114,404,879,2205,-4707,-1172,cleaning
31441795,-114,404,879,2222,-4567,-1085,cleaning
31450358,-115,405,877,2222,-4567,-1085,cleaning
31461055,-115,405,877,2222,-4200,-875,cleaning
31467482,-116,408,875,2222,-4200,-875,cleaning
31480316,-116,408,875,2082,-4585,-647,cleaning
31484608,-117,406,875,2082,-4585,-647,cleaning
31499577,-117,406,875,1942,-4882,-507,cleaning
31502038,-118,405,877,1942,-4882,-507,cleaning
31518533,-118,405,877,2012,-4830,-367,cleaning
31519163,-117,408,880,2012,-4830,-367,cleaning
31536573,-116,411,882,2012,-4830,-367,cleaning
31537814,-116,411,882,2205,-4602,-280,cleaning
31553699,-113,409,882,2205,-4602,-280,cleaning
31557075,-113,409,882,2467,-4130,-280,cleaning
31570823,-111,409,881,2467,-4130,-280,cleaning
31576336,-111,409,881,2765,-3710,-245,cleaning
31588254,-112,409,875,2765,-3710,-245,cleaning
31595290,-112,409,875,2870,-3955,-192,cleaning
31605379,-111,406,872,2870,-3955,-192,cleaning
31614552,-111,406,872,2730,-4095,-227,cleaning
31622504,-113,410,873,2730,-4095,-227,cleaning
31633813,-113,410,873,2555,-4025,-175,cleaning
31639935,-114,411,877,2555,-4025,-175,cleaning
31653074,-114,411,877,2450,-4007,-70,cleaning
31657060,-115,411,882,2450,-4007,-70,cleaning
31672334,-115,411,882,2555,-3920,17,cleaning
31674186,-115,408,882,2555,-3920,17,cleaning
31691290,-115,408,882,2695,-3675,17,cleaning
31691920,-114,407,881,2695,-3675,17,cleaning
31708721,-114,405,878,2695,-3675,17,cleaning
31710573,-114,405,878,2870,-3272,-52,cleaning
31726152,-114,407,875,2870,-3272,-52,cleaning
31729834,-114,407,875,3115,-2782,-105,cleaning
31743278,-114,410,877,3115,-2782,-105,cleaning
31749094,-114,410,877,3447,-2205,35,cleaning
31760402,-113,412,874,3447,-2205,35,cleaning
31768049,-113,412,874,3727,-2187,105,cleaning
31777832,-113,414,873,3727,-2187,105,cleaning
31787310,-113,414,873,3832,-2292,70,cleaning
31794957,-115,416,874,3832,-2292,70,cleaning
31806571,-115,416,874,3955,-2135,70,cleaning
31812083,-117,415,876,3955,-2135,70,cleaning
31825830,-117,415,876,4270,-1872,105,cleaning
31829511,-119,416,880,4270,-1872,105,cleaning
31845090,-119,416,880,4742,-1872,0,cleaning
31846636,-117,412,877,4742,-1872,0,cleaning
31863741,-113,413,872,5250,-1662,-192,cleaning
31881163,-109,416,870,5250,-1662,-192,cleaning
31883320,-109,416,870,5547,-1102,-245,cleaning
31898289,-107,421,871,5547,-1102,-245,cleaning
31902580,-107,421,871,5670,-875,-175,cleaning
31915413,-106,423,873,5670,-875,-175,cleaning
31921839,-106,423,873,5600,-1382,-227,cleaning
31932842,-105,421,874,5600,-1382,-227,cleaning
31940794,-105,421,874,5582,-1557,-280,cleaning
31949967,-104,421,877,5582,-1557,-280,cleaning
