time[us],acc_l_x[mg],acc_l_y[mg],acc_l_z[mg],gyro_x[mdps],gyro_y[mdps],gyro_z[mdps],label
6146,-1,-416,-997,-15417,-14070,-4445,chopping
8301,-8,-397,-1019,-15417,-14070,-4445,chopping
25404,-29,-409,-976,-19022,-9415,-3535,chopping
42520,-30,-401,-877,-19022,-9415,-3535,chopping
44371,-30,-401,-877,-19967,-7577,-2712,chopping
59948,-57,-374,-820,-19967,-7577,-2712,chopping
63629,-57,-374,-820,-17272,-5967,-927,chopping
77071,-78,-350,-842,-17272,-5967,-927,chopping
82888,-78,-350,-842,-14087,-2362,2082,chopping
94194,-91,-383,-890,-14087,-2362,2082,chopping
101841,-91,-383,-890,-13475,-1347,3937,chopping
111317,-75,-494,-900,-13475,-1347,3937,chopping
121100,-75,-494,-900,-13247,-7455,402,chopping
128746,-65,-559,-909,-13247,-7455,402,chopping
140358,-65,-559,-909,-10307,-14752,-7525,chopping
145870,-51,-432,-891,-10307,-14752,-7525,chopping
159618,-51,-432,-891,-7262,-7962,-9975,chopping
162994,-30,-392,-858,-7262,-7962,-9975,chopping
178572,-30,-392,-858,-5337,4182,-8102,chopping
180423,-30,-482,-814,-5337,4182,-8102,chopping
197527,-21,-424,-791,52,5302,-9257,chopping
214644,-2,-313,-718,52,5302,-9257,chopping
217105,-2,-313,-718,6317,6912,-7402,chopping
232072,-23,-331,-667,6317,6912,-7402,chopping
236058,-23,-331,-667,12687,8837,-1382,chopping
249196,-21,-279,-733,12687,8837,-1382,chopping
255317,-21,-279,-733,19792,7332,4200,chopping
266319,11,-299,-809,19792,7332,4200,chopping
274576,11,-299,-809,22890,9520,10307,chopping
283748,25,-389,-861,22890,9520,10307,chopping
293530,25,-389,-861,24097,8855,11672,chopping
300872,46,-360,-884,24097,8855,11672,chopping
312790,46,-360,-884,25777,5092,10832,chopping
317997,53,-317,-903,25777,5092,10832,chopping
332048,53,-317,-903,26460,5092,12635,chopping
335424,47,-376,-940,26460,5092,12635,chopping
351308,47,-376,-940,26040,2362,12617,chopping
352549,39,-404,-1010,26040,2362,12617,chopping
369652,37,-382,-1066,26040,2362,12617,chopping
