time[us],acc_l_x[mg],acc_l_y[mg],acc_l_z[mg],gyro_x[mdps],gyro_y[mdps],gyro_z[mdps],label
2202356465,-381,409,824,1050,-5687,-5162,pick'n'drop
2202367171,-381,409,824,1102,-6300,-4707,pick'n'drop
2202373603,-382,408,816,1102,-6300,-4707,pick'n'drop
2202386445,-382,408,816,1190,-6597,-4077,pick'n'drop
2202390741,-379,413,809,1190,-6597,-4077,pick'n'drop
2202405719,-379,413,809,1295,-6527,-3115,pick'n'drop
2202408182,-379,400,808,1295,-6527,-3115,pick'n'drop
2202424993,-379,400,808,1190,-6282,-2502,pick'n'drop
2202425623,-372,394,801,1190,-6282,-2502,pick'n'drop
2202442435,-374,391,800,1190,-6282,-2502,pick'n'drop
2202443983,-374,391,800,875,-5792,-2065,pick'n'drop
2202459878,-370,386,794,875,-5792,-2065,pick'n'drop
2202463256,-370,386,794,472,-5565,-1855,pick'n'drop
2202477014,-376,384,801,472,-5565,-1855,pick'n'drop
2202482529,-376,384,801,350,-5320,-1592,pick'n'drop
2202494151,-381,390,806,350,-5320,-1592,pick'n'drop
2202501499,-381,390,806,420,-5915,-1610,pick'n'drop
2202511288,-373,373,794,420,-5915,-1610,pick'n'drop
2202520773,-373,373,794,332,-5460,-1890,pick'n'drop
2202528731,-372,380,790,332,-5460,-1890,pick'n'drop
2202540047,-372,380,790,87,-4830,-2310,pick'n'drop
2202545868,-371,384,797,87,-4830,-2310,pick'n'drop
2202559015,-371,384,797,-227,-5180,-2485,pick'n'drop
2202563003,-365,372,795,-227,-5180,-2485,pick'n'drop
2202578288,-365,372,795,-542,-3972,-2590,pick'n'drop
2202580446,-360,388,806,-542,-3972,-2590,pick'n'drop
2202597563,-361,389,817,-1190,-3797,-2677,pick'n'drop
2202614691,-343,388,804,-1190,-3797,-2677,pick'n'drop
2202616543,-343,388,804,-1715,-5320,-2852,pick'n'drop
2202631829,-343,396,802,-1715,-5320,-2852,pick'n'drop
2202635818,-343,396,802,-2572,-5880,-1820,pick'n'drop
2202649271,-340,411,802,-2572,-5880,-1820,pick'n'drop
2202655091,-340,411,802,-3395,-6597,-787,pick'n'drop
