time[us],acc_l_x[mg],acc_l_y[mg],acc_l_z[mg],gyro_x[mdps],gyro_y[mdps],gyro_z[mdps],label
390491140,-138,626,744,2170,-4532,-227,chopping
390499709,-138,626,744,2695,-5092,-420,chopping
390508277,-138,621,738,2695,-5092,-420,chopping
390518982,-138,621,738,3115,-4795,-507,chopping
390525414,-138,621,732,3115,-4795,-507,chopping
390537951,-138,621,732,3290,-4497,-560,chopping
390542551,-138,621,724,3290,-4497,-560,chopping
390557224,-138,621,724,3045,-3867,-612,chopping
390559992,-138,629,723,3045,-3867,-612,chopping
390576499,-138,629,723,2502,-3727,-507,chopping
390577129,-136,639,727,2502,-3727,-507,chopping
390594247,-135,647,740,2502,-3727,-507,chopping
390595488,-135,647,740,1925,-4795,-315,chopping
390611383,-131,645,741,1925,-4795,-315,chopping
390614762,-131,645,741,1732,-6580,-210,chopping
390628826,-130,635,740,1732,-6580,-210,chopping
390634036,-130,635,740,1662,-7735,-245,chopping
390645963,-130,623,734,1662,-7735,-245,chopping
390653005,-130,623,734,1785,-7192,-140,chopping
390663099,-131,615,729,1785,-7192,-140,chopping
390672277,-131,615,729,1907,-5932,52,chopping
390680235,-137,612,730,1907,-5932,52,chopping
390691551,-137,612,730,1872,-5127,35,chopping
390697677,-143,624,740,1872,-5127,35,chopping
390710520,-143,624,740,2030,-5600,-87,chopping
390714814,-147,629,739,2030,-5600,-87,chopping
390729794,-147,629,739,2257,-6457,-280,chopping
390731951,-142,623,735,2257,-6457,-280,chopping
390749067,-137,612,724,2275,-6142,-420,chopping
390766501,-136,605,719,2275,-6142,-420,chopping
390768048,-136,605,719,1960,-4585,-682,chopping
390783637,-136,600,715,1960,-4585,-682,chopping
390787321,-136,600,715,1540,-3132,-1207,chopping
390800774,-144,591,719,1540,-3132,-1207,chopping
390806289,-144,591,719,875,-2747,-2012,chopping
390817911,-148,619,730,875,-2747,-2012,chopping
390825564,-148,619,730,840,-3657,-2992,chopping
390835354,-152,675,756,840,-3657,-2992,chopping
390844838,-152,675,756,805,-12670,-3640,chopping
390852491,-142,714,762,805,-12670,-3640,chopping
390863807,-142,714,762,280,-32165,-3885,chopping
390869628,-133,659,742,280,-32165,-3885,chopping
390883081,-133,659,742,-962,-46690,-4865,chopping
390886765,-134,588,713,-962,-46690,-4865,chopping
390902355,-134,588,713,-2747,-47355,-5022,chopping
390904207,-132,575,716,-2747,-47355,-5022,chopping
390921323,-123,569,747,-4060,-43890,-4935,chopping
390938453,-169,548,795,-4060,-43890,-4935,chopping
390940612,-169,548,795,-4007,-40267,-5530,chopping
390955896,-157,605,776,-4007,-40267,-5530,chopping
390959885,-157,605,776,-2345,-28525,-2835,chopping
390973033,-154,591,824,-2345,-28525,-2835,chopping
390978854,-154,591,824,-332,-20580,-52,chopping
390990170,-151,542,821,-332,-20580,-52,chopping
390998127,-151,542,821,2152,-18900,-630,chopping
391007305,-142,525,808,2152,-18900,-630,chopping
391017401,-142,525,808,4340,-13247,-1627,chopping
391024748,-140,510,803,4340,-13247,-1627,chopping
391036370,-140,510,803,5897,-5320,-2642,chopping
391041885,-142,517,801,5897,-5320,-2642,chopping
391055644,-142,517,801,7035,1592,-3132,chopping
391059023,-144,545,805,7035,1592,-3132,chopping
391074613,-144,545,805,7437,1557,-3500,chopping
391076161,-149,558,794,7437,1557,-3500,chopping
391093581,-149,556,778,7070,-822,-3272,chopping
391110709,-148,553,768,7070,-822,-3272,chopping
391113172,-148,553,768,5967,-1330,-2345,chopping
391127846,-148,553,765,5967,-1330,-2345,chopping
391132140,-148,553,765,4305,-1995,-1732,chopping
391144982,-152,550,769,4305,-1995,-1732,chopping
391151414,-152,550,769,2537,-2642,-1872,chopping
391162424,-153,558,778,2537,-2642,-1872,chopping
391170687,-153,558,778,1417,-2555,-2117,chopping
391179561,-151,561,785,1417,-2555,-2117,chopping
391189656,-151,561,785,1137,-2450,-2047,chopping
391196698,-145,559,786,1137,-2450,-2047,chopping
391208930,-145,559,786,1312,-1872,-1785,chopping
391214140,-141,563,787,1312,-1872,-1785,chopping
391228203,-141,563,787,1732,-1365,-1417,chopping
391231276,-139,569,787,1732,-1365,-1417,chopping
391247476,-139,569,787,1767,-1837,-945,chopping
391248412,-139,571,785,1767,-1837,-945,chopping
391265529,-139,569,777,1767,-1837,-945,chopping
