time[us],acc_l_x[mg],acc_l_y[mg],acc_l_z[mg],gyro_x[mdps],gyro_y[mdps],gyro_z[mdps],label
686793616,-230,721,623,3325,-3937,52,chopping
686796689,-230,721,623,3185,-4060,-17,chopping
686810752,-230,716,623,3185,-4060,-17,chopping
686815657,-230,716,623,3115,-4200,-105,chopping
686827888,-229,716,623,3115,-4200,-105,chopping
686834930,-229,716,623,3010,-3972,-140,chopping
686845330,-228,716,622,3010,-3972,-140,chopping
686854203,-228,716,622,2730,-3850,-87,chopping
686862466,-229,716,623,2730,-3850,-87,chopping
686873171,-229,716,623,2397,-4095,87,chopping
686879603,-229,713,621,2397,-4095,87,chopping
686892447,-229,713,621,2135,-4305,315,chopping
686896741,-230,712,622,2135,-4305,315,chopping
686911721,-230,712,622,1942,-4217,507,chopping
686914184,-228,713,621,1942,-4217,507,chopping
686930690,-228,713,621,1820,-4095,717,chopping
686931321,-228,714,621,1820,-4095,717,chopping
686948437,-228,718,621,1820,-4095,717,chopping
686949983,-228,718,621,1767,-3815,822,chopping
686965574,-227,719,619,1767,-3815,822,chopping
686969258,-227,719,619,1732,-3780,980,chopping
686983016,-226,718,616,1732,-3780,980,chopping
686988226,-226,718,616,1680,-4130,1172,chopping
687000153,-228,717,617,1680,-4130,1172,chopping
687007501,-228,717,617,1680,-4235,1400,chopping
687017291,-230,722,618,1680,-4235,1400,chopping
687026774,-230,722,618,1732,-4112,1715,chopping
687034427,-228,724,618,1732,-4112,1715,chopping
687045743,-228,724,618,1592,-4532,1855,chopping
687051870,-223,718,616,1592,-4532,1855,chopping
687065017,-223,718,616,1295,-4725,1820,chopping
687069006,-226,720,623,1295,-4725,1820,chopping
687084291,-226,720,623,1190,-4620,1750,chopping
687086143,-226,721,625,1190,-4620,1750,chopping
687103563,-224,719,626,1260,-4760,1837,chopping
687120692,-223,720,623,1260,-4760,1837,chopping
687122544,-223,720,623,1312,-4707,2012,chopping
687137829,-223,720,621,1312,-4707,2012,chopping
687141818,-223,720,621,1225,-4707,2187,chopping
687154965,-223,718,618,1225,-4707,2187,chopping
687161091,-223,718,618,1120,-4742,2362,chopping
687172407,-224,719,617,1120,-4742,2362,chopping
687180059,-224,719,617,875,-4567,2467,chopping
687189543,-224,720,616,875,-4567,2467,chopping
687199332,-224,720,616,682,-4637,2555,chopping
687206679,-222,720,616,682,-4637,2555,chopping
687218606,-222,720,616,472,-4602,2625,chopping
687223816,-221,721,616,472,-4602,2625,chopping
687237575,-221,721,616,175,-4637,2730,chopping
687241258,-221,723,619,175,-4637,2730,chopping
687256848,-221,723,619,-122,-4830,2887,chopping
687258395,-223,723,622,-122,-4830,2887,chopping
687275511,-221,720,623,-122,-4830,2887,chopping
687276141,-221,720,623,-227,-5180,2940,chopping
687292953,-221,719,621,-227,-5180,2940,chopping
687295110,-221,719,621,-297,-5215,2957,chopping
687310089,-220,721,619,-297,-5215,2957,chopping
687314383,-220,721,619,-367,-5022,2905,chopping
687327225,-218,725,620,-367,-5022,2905,chopping
687333657,-218,725,620,-665,-5162,2905,chopping
687344362,-219,724,620,-665,-5162,2905,chopping
687352625,-219,724,620,-1085,-5635,2887,chopping
687361804,-219,725,621,-1085,-5635,2887,chopping
687371898,-219,725,621,-1732,-6002,2660,chopping
687378941,-222,732,631,-1732,-6002,2660,chopping
687391173,-222,732,631,-2047,-6860,2345,chopping
687396079,-223,718,629,-2047,-6860,2345,chopping
687410142,-223,718,629,-1295,-6300,2695,chopping
687413215,-219,706,618,-1295,-6300,2695,chopping
687429417,-219,706,618,-297,-4340,3745,chopping
687430659,-221,693,605,-297,-4340,3745,chopping
687447775,-230,696,604,-297,-4340,3745,chopping
687448711,-230,696,604,455,-2047,4392,chopping
687464912,-233,711,607,455,-2047,4392,chopping
687467681,-233,711,607,875,35,3937,chopping
687482049,-221,736,608,875,35,3937,chopping
687486955,-221,736,608,367,1505,2730,chopping
687499492,-208,765,614,367,1505,2730,chopping
687506228,-208,765,614,-1785,157,1505,chopping
687516628,-197,776,620,-1785,157,1505,chopping
687525196,-197,776,620,-5285,-4900,420,chopping
687533765,-196,761,631,-5285,-4900,420,chopping
687544470,-196,761,631,-8890,-9800,-525,chopping
687550901,-195,757,646,-8890,-9800,-525,chopping
687563743,-195,757,646,-11707,-13335,-595,chopping
687568343,-207,727,643,-11707,-13335,-595,chopping
687582712,-207,727,643,-14105,-14980,-962,chopping
687585480,-233,708,636,-14105,-14980,-962,chopping
687601985,-233,708,636,-15942,-14595,-1662,chopping
687602615,-247,702,629,-15942,-14595,-1662,chopping
687619731,-252,706,615,-15942,-14595,-1662,chopping
687621279,-252,706,615,-16800,-13632,-1925,chopping
687637174,-239,697,593,-16800,-13632,-1925,chopping
687640247,-239,697,593,-16730,-12775,-805,chopping
687654310,-235,692,579,-16730,-12775,-805,chopping
687659521,-235,692,579,-16152,-11060,1085,chopping
687671446,-241,692,576,-16152,-11060,1085,chopping
687678793,-241,692,576,-15172,-8347,2677,chopping
687688583,-248,708,586,-15172,-8347,2677,chopping
687697762,-248,708,586,-13982,-4532,3377,chopping
687706025,-252,732,603,-13982,-4532,3377,chopping
687717036,-252,732,603,-13177,-2450,3185,chopping
687723162,-247,741,619,-13177,-2450,3185,chopping
687736310,-247,741,619,-12967,-2222,2520,chopping
687740300,-250,740,633,-12967,-2222,2520,chopping
687755279,-250,740,633,-12862,-3412,1802,chopping
687757437,-257,729,639,-12862,-3412,1802,chopping
687774553,-257,729,639,-12285,-5180,1627,chopping
687775183,-262,708,631,-12285,-5180,1627,chopping
687791993,-265,688,617,-12285,-5180,1627,chopping
687793846,-265,688,617,-11147,-5530,2030,chopping
687809132,-272,684,608,-11147,-5530,2030,chopping
687812815,-272,684,608,-9467,-4042,2467,chopping
687826269,-272,692,598,-9467,-4042,2467,chopping
687832090,-272,692,598,-7315,-1960,2730,chopping
687843711,-268,704,590,-7315,-1960,2730,chopping
687851364,-268,704,590,-5530,-297,2730,chopping
687860848,-266,722,587,-5530,-297,2730,chopping
687870333,-266,722,587,-4515,52,2467,chopping
687877986,-267,738,588,-4515,52,2467,chopping
