time[us],acc_l_x[mg],acc_l_y[mg],acc_l_z[mg],gyro_x[mdps],gyro_y[mdps],gyro_z[mdps],label
3099166206,-365,371,823,2695,-4182,-857,cleaning
3099169889,-365,371,823,2712,-4252,-805,cleaning
3099183342,-363,367,820,2712,-4252,-805,cleaning
3099188858,-363,367,820,2800,-4375,-717,cleaning
3099200480,-361,368,823,2800,-4375,-717,cleaning
3099208132,-361,368,823,2730,-4147,-717,cleaning
3099217921,-364,373,825,2730,-4147,-717,cleaning
3099227100,-364,373,825,2520,-4322,-787,cleaning
3099235058,-362,368,824,2520,-4322,-787,cleaning
3099246374,-362,368,824,2362,-4322,-875,cleaning
3099252195,-364,369,825,2362,-4322,-875,cleaning
3099265648,-364,369,825,2397,-4235,-770,cleaning
3099269332,-365,366,821,2397,-4235,-770,cleaning
3099284617,-365,366,821,2607,-4025,-700,cleaning
3099286469,-366,367,820,2607,-4025,-700,cleaning
3099303891,-363,370,821,2747,-3797,-700,cleaning
3099321020,-362,371,824,2747,-3797,-700,cleaning
3099322872,-362,371,824,2782,-4060,-682,cleaning
3099338156,-364,369,824,2782,-4060,-682,cleaning
3099342145,-364,369,824,2765,-4340,-805,cleaning
3099355293,-364,368,822,2765,-4340,-805,cleaning
3099361114,-364,368,822,2782,-3955,-962,cleaning
3099372431,-365,371,823,2782,-3955,-962,cleaning
3099380389,-365,371,823,2765,-3587,-1015,cleaning
3099389568,-362,372,822,2765,-3587,-1015,cleaning
3099399662,-362,372,822,2677,-3832,-980,cleaning
3099407008,-361,371,823,2677,-3832,-980,cleaning
3099418630,-361,371,823,2467,-4165,-822,cleaning
3099424144,-361,370,826,2467,-4165,-822,cleaning
3099437902,-361,370,826,2187,-4585,-630,cleaning
3099441280,-363,370,825,2187,-4585,-630,cleaning
3099456870,-363,370,825,1977,-4970,-577,cleaning
3099458417,-366,368,823,1977,-4970,-577,cleaning
3099475534,-368,369,821,1977,-4970,-577,cleaning
3099476164,-368,369,821,1890,-4935,-647,cleaning
3099492975,-366,370,820,1890,-4935,-647,cleaning
3099495133,-366,370,820,1960,-4690,-787,cleaning
3099510113,-364,370,821,1960,-4690,-787,cleaning
3099514408,-364,370,821,2152,-4515,-892,cleaning
3099527250,-362,369,820,2152,-4515,-892,cleaning
3099533377,-362,369,820,2450,-4270,-840,cleaning
3099544387,-362,369,823,2450,-4270,-840,cleaning
3099552650,-362,369,823,2485,-4287,-770,cleaning
3099561523,-362,373,826,2485,-4287,-770,cleaning
3099571923,-362,373,826,2257,-4935,-630,cleaning
3099578659,-363,369,825,2257,-4935,-630,cleaning
3099590890,-363,369,825,2047,-5442,-455,cleaning
3099595795,-366,366,823,2047,-5442,-455,cleaning
3099610164,-366,366,823,2065,-5162,-385,cleaning
3099613237,-365,368,822,2065,-5162,-385,cleaning
3099629133,-365,368,822,2170,-4900,-402,cleaning
3099630374,-365,370,822,2170,-4900,-402,cleaning
3099647491,-363,370,822,2170,-4900,-402,cleaning
3099648426,-363,370,822,2310,-4847,-315,cleaning
3099664627,-365,371,822,2310,-4847,-315,cleaning
3099667396,-365,371,822,2432,-4795,-332,cleaning
3099681765,-364,369,822,2432,-4795,-332,cleaning
3099686670,-364,369,822,2485,-4742,-297,cleaning
3099698902,-361,375,819,2485,-4742,-297,cleaning
3099705638,-361,375,819,2362,-4760,-192,cleaning
3099716344,-362,383,813,2362,-4760,-192,cleaning
3099724912,-362,383,813,1872,-5197,227,cleaning
3099733481,-366,383,816,1872,-5197,227,cleaning
3099744186,-366,383,816,1382,-6317,612,cleaning
3099750617,-368,372,820,1382,-6317,612,cleaning
3099763153,-368,372,820,1295,-6930,822,cleaning
3099767753,-363,359,824,1295,-6930,822,cleaning
3099782428,-363,359,824,1365,-6457,630,cleaning
3099784890,-369,356,832,1365,-6457,630,cleaning
3099801396,-369,356,832,1837,-5582,315,cleaning
3099802026,-363,355,832,1837,-5582,315,cleaning
3099819448,-363,359,830,1837,-5582,315,cleaning
3099820690,-363,359,830,2135,-5092,87,cleaning
3099836585,-363,365,827,2135,-5092,87,cleaning
3099839658,-363,365,827,2100,-4830,35,cleaning
3099853721,-366,364,828,2100,-4830,35,cleaning
3099858931,-366,364,828,1960,-5057,-87,cleaning
3099870858,-363,365,826,1960,-5057,-87,cleaning
3099877901,-363,365,826,1802,-5215,-210,cleaning
3099887996,-366,368,827,1802,-5215,-210,cleaning
3099897175,-366,368,827,1645,-5950,-262,cleaning
3099905438,-367,364,822,1645,-5950,-262,cleaning
3099916449,-367,364,822,1575,-5932,-280,cleaning
3099922574,-371,366,820,1575,-5932,-280,cleaning
3099935416,-371,366,820,1627,-5547,-262,cleaning
3099939711,-369,363,821,1627,-5547,-262,cleaning
3099954689,-369,363,821,1907,-4900,-332,cleaning
3099956847,-368,368,824,1907,-4900,-332,cleaning
3099973659,-368,368,824,2047,-4392,-420,cleaning
3099974288,-366,375,823,2047,-4392,-420,cleaning
3099991405,-367,368,826,2047,-4392,-420,cleaning
3099992952,-367,368,826,1907,-5442,-735,cleaning
3100008542,-372,352,829,1907,-5442,-735,cleaning
3100011920,-372,352,829,2117,-5635,-1015,cleaning
3100025678,-369,352,822,2117,-5635,-1015,cleaning
3100031193,-369,352,822,2695,-4340,-1417,cleaning
3100042815,-369,365,823,2695,-4340,-1417,cleaning
3100050469,-369,365,823,2782,-3920,-1575,cleaning
3100059953,-359,375,818,2782,-3920,-1575,cleaning
3100069437,-359,375,818,2572,-4760,-1435,cleaning
3100077090,-367,378,822,2572,-4760,-1435,cleaning
3100088712,-367,378,822,2222,-5582,-752,cleaning
