time[us],acc_l_x[mg],acc_l_y[mg],acc_l_z[mg],gyro_x[mdps],gyro_y[mdps],gyro_z[mdps],label
2123428789,111,437,850,-2327,-11007,-3377,cleaning
2123436747,111,437,850,-1557,-8977,-3570,cleaning
2123445926,103,441,852,-1557,-8977,-3570,cleaning
2123455715,103,441,852,-1085,-8575,-4235,cleaning
2123463062,98,440,852,-1085,-8575,-4235,cleaning
2123474989,98,440,852,-455,-7875,-4882,cleaning
2123480505,97,438,859,-455,-7875,-4882,cleaning
2123494263,97,438,859,577,-5600,-4777,cleaning
2123497642,102,434,867,577,-5600,-4777,cleaning
2123513232,102,434,867,1802,-3150,-4690,cleaning
2123514779,112,433,870,1802,-3150,-4690,cleaning
2123532200,115,439,874,2677,-1697,-4567,cleaning
2123549329,109,442,877,2677,-1697,-4567,cleaning
2123551791,109,442,877,3132,-1732,-4287,cleaning
2123566465,106,441,879,3132,-1732,-4287,cleaning
2123570759,106,441,879,3377,-2257,-3885,cleaning
2123583602,104,452,878,3377,-2257,-3885,cleaning
2123590033,104,452,878,3202,-3657,-3850,cleaning
2123601044,96,454,876,3202,-3657,-3850,cleaning
2123609308,96,454,876,2957,-5285,-3482,cleaning
2123618182,95,444,871,2957,-5285,-3482,cleaning
2123628581,95,444,871,2747,-5950,-3272,cleaning
2123635317,102,432,867,2747,-5950,-3272,cleaning
2123647549,102,432,867,2432,-5582,-3762,cleaning
2123652761,105,427,862,2432,-5582,-3762,cleaning
2123666824,105,427,862,2222,-3920,-3797,cleaning
2123669897,104,433,862,2222,-3920,-3797,cleaning
2123686098,104,433,862,1872,-4392,-3815,cleaning
2123687034,98,449,864,1872,-4392,-3815,cleaning
2123704150,94,451,859,1872,-4392,-3815,cleaning
2123705086,94,451,859,1662,-6580,-3447,cleaning
2123721592,98,449,855,1662,-6580,-3447,cleaning
2123724361,98,449,855,1645,-8225,-2712,cleaning
2123738729,97,434,852,1645,-8225,-2712,cleaning
2123743634,97,434,852,1995,-9380,-2100,cleaning
2123755866,97,421,854,1995,-9380,-2100,cleaning
2123762603,97,421,854,2765,-8942,-1995,cleaning
2123773310,93,424,864,2765,-8942,-1995,cleaning
2123781878,93,424,864,3657,-5932,-2117,cleaning
2123790446,95,436,874,3657,-5932,-2117,cleaning
2123801152,95,436,874,4637,-3500,-2590,cleaning
2123807584,103,447,872,4637,-3500,-2590,cleaning
2123820121,103,447,872,5180,-3237,-2817,cleaning
2123824721,111,449,865,5180,-3237,-2817,cleaning
2123839396,111,449,865,4707,-4217,-2782,cleaning
2123842163,112,447,870,4707,-4217,-2782,cleaning
2123858670,112,447,870,4095,-5057,-2642,cleaning
2123859300,108,445,879,4095,-5057,-2642,cleaning
2123876417,102,438,885,4095,-5057,-2642,cleaning
2123877658,102,438,885,3762,-5617,-2275,cleaning
2123893859,97,436,884,3762,-5617,-2275,cleaning
2123896932,97,436,884,3500,-6072,-1942,cleaning
2123910995,98,433,877,3500,-6072,-1942,cleaning
2123916205,98,433,877,2922,-6930,-1872,cleaning
2123928131,98,438,875,2922,-6930,-1872,cleaning
2123935173,98,438,875,2100,-8260,-1890,cleaning
2123945573,98,450,876,2100,-8260,-1890,cleaning
2123954446,98,450,876,1645,-10762,-1785,cleaning
2123962709,96,455,885,1645,-10762,-1785,cleaning
2123973720,96,455,885,2625,-12075,-962,cleaning
2123979845,103,450,882,2625,-12075,-962,cleaning
2123992688,103,450,882,4690,-12232,-210,cleaning
2123996982,116,440,858,4690,-12232,-210,cleaning
2124011961,116,440,858,5442,-14070,-262,cleaning
2124014424,115,451,833,5442,-14070,-262,cleaning
2124031235,115,451,833,4637,-15610,1120,cleaning
2124031865,109,439,843,4637,-15610,1120,cleaning
2124048676,112,411,866,4637,-15610,1120,cleaning
2124050223,112,411,866,3622,-17097,1837,cleaning
2124066119,110,378,892,3622,-17097,1837,cleaning
2124069498,110,378,892,3745,-14770,1155,cleaning
2124083256,103,370,909,3745,-14770,1155,cleaning
2124088771,103,370,909,5705,-7140,472,cleaning
2124100392,107,381,910,5705,-7140,472,cleaning
2124107740,107,381,910,8172,210,-280,cleaning
2124117529,112,413,899,8172,210,-280,cleaning
2124127013,112,413,899,9187,1627,-892,cleaning
2124134970,112,435,887,9187,1627,-892,cleaning
2124146286,112,435,887,8137,-2345,-577,cleaning
2124152107,113,438,879,8137,-2345,-577,cleaning
2124165255,113,438,879,5862,-7647,280,cleaning
2124169244,118,414,871,5862,-7647,280,cleaning
2124184529,118,414,871,3360,-10780,822,cleaning
2124186381,110,380,872,3360,-10780,822,cleaning
2124203802,97,363,879,2327,-8330,717,cleaning
2124220930,92,377,887,2327,-8330,717,cleaning
2124222782,92,377,887,3185,-3167,-157,cleaning
2124238066,100,410,875,3185,-3167,-157,cleaning
2124242055,100,410,875,4882,1155,-1015,cleaning
2124255510,114,445,869,4882,1155,-1015,cleaning
2124261331,114,445,869,5477,1365,-1452,cleaning
2124272647,120,460,868,5477,1365,-1452,cleaning
2124280299,120,460,868,5127,-2415,-1330,cleaning
2124289784,123,450,869,5127,-2415,-1330,cleaning
2124299573,123,450,869,4462,-6755,-1225,cleaning
2124307225,121,425,871,4462,-6755,-1225,cleaning
2124318847,121,425,871,4287,-8050,-1207,cleaning
2124324362,114,407,875,4287,-8050,-1207,cleaning
2124338120,114,407,875,4707,-6230,-1137,cleaning
2124341498,115,395,875,4707,-6230,-1137,cleaning
2124357087,115,395,875,5127,-3850,-1277,cleaning
2124358634,108,397,877,5127,-3850,-1277,cleaning
2124376056,114,403,874,5302,-2047,-1260,cleaning
2124393185,117,412,875,5302,-2047,-1260,cleaning
2124395647,117,412,875,5057,-1347,-1295,cleaning
2124410321,121,420,874,5057,-1347,-1295,cleaning
2124414616,121,420,874,4655,-2240,-1382,cleaning
2124427763,122,429,877,4655,-2240,-1382,cleaning
2124433889,122,429,877,4287,-2327,-1015,cleaning
2124444900,120,434,883,4287,-2327,-1015,cleaning
2124453164,120,434,883,4270,-2800,-525,cleaning
2124462038,125,427,878,4270,-2800,-525,cleaning
2124472133,125,427,878,4480,-3395,-630,cleaning
2124479480,124,422,869,4480,-3395,-630,cleaning
2124491407,124,422,869,4375,-3587,-717,cleaning
2124496617,131,422,870,4375,-3587,-717,cleaning
2124510681,131,422,870,3902,-4760,-805,cleaning
2124513754,119,422,881,3902,-4760,-805,cleaning
2124529649,119,422,881,4200,-4445,-892,cleaning
2124530891,132,413,877,4200,-4445,-892,cleaning
2124548313,134,417,870,4200,-4445,-892,cleaning
2124548943,134,417,870,4077,-3535,-980,cleaning
2124565450,132,416,868,4077,-3535,-980,cleaning
2124568217,132,416,868,3447,-3867,-927,cleaning
2124582586,130,408,867,3447,-3867,-927,cleaning
2124587186,130,408,867,2817,-3675,-997,cleaning
2124600028,120,419,877,2817,-3675,-997,cleaning
2124606460,120,419,877,2695,-2590,-875,cleaning
2124617165,117,430,882,2695,-2590,-875,cleaning
2124625733,117,430,882,3307,-2870,-560,cleaning
2124634301,112,432,883,3307,-2870,-560,cleaning
2124644702,112,432,883,4077,-3045,35,cleaning
2124651438,115,427,876,4077,-3045,35,cleaning
2124663974,115,427,876,4742,-2887,332,cleaning
2124668879,115,420,866,4742,-2887,332,cleaning
2124683247,115,420,866,4935,-2362,385,cleaning
