time[us],acc_l_x[mg],acc_l_y[mg],acc_l_z[mg],gyro_x[mdps],gyro_y[mdps],gyro_z[mdps],label
1085536237,-210,654,685,11480,5845,11252,pick'n'drop
1085538395,-193,666,689,11480,5845,11252,pick'n'drop
1085555512,-193,666,689,10097,6300,10972,pick'n'drop
1085556142,-177,678,688,10097,6300,10972,pick'n'drop
1085572952,-162,689,681,10097,6300,10972,pick'n'drop
1085574499,-162,689,681,6107,4917,9835,pick'n'drop
1085590089,-149,693,685,6107,4917,9835,pick'n'drop
1085593773,-149,693,685,175,1575,8592,pick'n'drop
1085607226,-150,684,696,175,1575,8592,pick'n'drop
1085613048,-150,684,696,-6020,-3045,7245,pick'n'drop
1085624668,-153,682,688,-6020,-3045,7245,pick'n'drop
1085632015,-153,682,688,-11112,-6055,6912,pick'n'drop
1085641805,-171,682,689,-11112,-6055,6912,pick'n'drop
1085651289,-171,682,689,-14962,-8400,7262,pick'n'drop
1085658942,-176,677,677,-14962,-8400,7262,pick'n'drop
1085670562,-176,677,677,-17552,-9012,7997,pick'n'drop
1085676384,-188,681,680,-17552,-9012,7997,pick'n'drop
1085689837,-188,681,680,-18952,-10027,8627,pick'n'drop
1085693521,-198,681,680,-18952,-10027,8627,pick'n'drop
1085708805,-198,681,680,-19635,-13195,8592,pick'n'drop
1085710656,-206,675,674,-19635,-13195,8592,pick'n'drop
1085728078,-206,675,672,-19635,-15540,8225,pick'n'drop
1085745207,-209,670,674,-19635,-15540,8225,pick'n'drop
1085747365,-209,670,674,-18900,-15260,8067,pick'n'drop
1085762344,-204,666,674,-18900,-15260,8067,pick'n'drop
1085766638,-204,666,674,-17867,-14560,7577,pick'n'drop
1085779785,-208,660,685,-17867,-14560,7577,pick'n'drop
1085785606,-208,660,685,-16292,-12600,6947,pick'n'drop
1085796922,-205,661,678,-16292,-12600,6947,pick'n'drop
1085804881,-205,661,678,-14717,-10902,6055,pick'n'drop
1085814059,-209,662,680,-14717,-10902,6055,pick'n'drop
1085824154,-209,662,680,-13650,-8855,5092,pick'n'drop
1085831195,-212,663,681,-13650,-8855,5092,pick'n'drop
1085843121,-212,663,681,-13195,-7367,3587,pick'n'drop
1085848637,-217,665,678,-13195,-7367,3587,pick'n'drop
1085862395,-217,665,678,-13615,-6912,1715,pick'n'drop
1085865774,-220,668,683,-13615,-6912,1715,pick'n'drop
1085881668,-220,668,683,-14630,-8067,-210,pick'n'drop
1085882910,-226,665,686,-14630,-8067,-210,pick'n'drop
1085900333,-234,659,680,-14630,-8067,-210,pick'n'drop
1085900963,-234,659,680,-15102,-9712,-927,pick'n'drop
1085917470,-231,649,667,-15102,-9712,-927,pick'n'drop
1085919933,-231,649,667,-14525,-9397,647,pick'n'drop
1085934607,-230,648,669,-14525,-9397,647,pick'n'drop
1085939206,-230,648,669,-13597,-6160,3780,pick'n'drop
1085952049,-239,658,670,-13597,-6160,3780,pick'n'drop
1085958481,-239,658,670,-13037,-2817,6562,pick'n'drop
1085969186,-237,665,675,-13037,-2817,6562,pick'n'drop
1085977448,-237,665,675,-13842,-2992,8102,pick'n'drop
1085986321,-233,671,681,-13842,-2992,8102,pick'n'drop
1085996720,-233,671,681,-15837,-5915,8872,pick'n'drop
1086003457,-231,664,683,-15837,-5915,8872,pick'n'drop
1086015994,-231,664,683,-18550,-9275,9012,pick'n'drop
1086020900,-227,656,678,-18550,-9275,9012,pick'n'drop
1086035269,-227,656,678,-20912,-8767,9222,pick'n'drop
1086038038,-235,661,679,-20912,-8767,9222,pick'n'drop
1086054238,-235,661,679,-22715,-7717,8575,pick'n'drop
1086055175,-243,660,679,-22715,-7717,8575,pick'n'drop
1086072596,-251,654,678,-22715,-7717,8575,pick'n'drop
1086073532,-251,654,678,-23485,-7787,6825,pick'n'drop
1086089733,-261,647,665,-23485,-7787,6825,pick'n'drop
1086092806,-261,647,665,-22645,-5687,5197,pick'n'drop
1086106869,-264,665,658,-22645,-5687,5197,pick'n'drop
1086112079,-264,665,658,-20702,-2065,4270,pick'n'drop
1086124311,-274,674,660,-20702,-2065,4270,pick'n'drop
1086131049,-274,674,660,-18462,-1942,4200,pick'n'drop
1086141449,-277,661,651,-18462,-1942,4200,pick'n'drop
1086150321,-277,661,651,-15540,-4060,4830,pick'n'drop
1086158585,-274,660,633,-15540,-4060,4830,pick'n'drop
