time[us],acc_l_x[mg],acc_l_y[mg],acc_l_z[mg],gyro_x[mdps],gyro_y[mdps],gyro_z[mdps],label
1440267213,-287,186,910,2555,-4777,-542,pick'n'drop
1440273034,-287,186,910,2450,-4602,-612,pick'n'drop
1440284656,-285,190,913,2450,-4602,-612,pick'n'drop
1440292309,-285,190,913,2502,-4340,-630,pick'n'drop
1440301793,-281,190,911,2502,-4340,-630,pick'n'drop
1440311583,-281,190,911,2467,-4532,-735,pick'n'drop
1440318929,-283,193,917,2467,-4532,-735,pick'n'drop
1440330551,-283,193,917,2345,-4935,-840,pick'n'drop
1440336066,-284,190,920,2345,-4935,-840,pick'n'drop
1440349825,-284,190,920,2450,-4742,-840,pick'n'drop
1440353509,-285,185,918,2450,-4742,-840,pick'n'drop
1440369099,-285,185,918,2502,-3902,-770,pick'n'drop
1440370646,-286,190,914,2502,-3902,-770,pick'n'drop
1440387762,-289,188,909,2502,-3832,-787,pick'n'drop
1440404892,-285,189,909,2502,-3832,-787,pick'n'drop
1440407355,-285,189,909,2397,-3797,-787,pick'n'drop
1440422335,-287,189,915,2397,-3797,-787,pick'n'drop
1440426629,-287,189,915,2327,-4217,-770,pick'n'drop
1440439472,-284,186,915,2327,-4217,-770,pick'n'drop
1440445598,-284,186,915,2310,-4357,-752,pick'n'drop
1440456609,-284,190,916,2310,-4357,-752,pick'n'drop
1440464872,-284,190,916,2292,-3955,-647,pick'n'drop
1440474051,-283,190,915,2292,-3955,-647,pick'n'drop
1440484146,-283,190,915,2362,-4042,-665,pick'n'drop
1440491188,-282,187,911,2362,-4042,-665,pick'n'drop
1440503115,-282,187,911,2520,-3815,-665,pick'n'drop
1440508325,-284,192,910,2520,-3815,-665,pick'n'drop
1440522388,-284,192,910,2607,-3867,-700,pick'n'drop
1440525461,-284,191,908,2607,-3867,-700,pick'n'drop
1440541662,-284,191,908,2625,-4077,-805,pick'n'drop
1440542904,-283,190,911,2625,-4077,-805,pick'n'drop
1440560021,-286,192,914,2625,-4077,-805,pick'n'drop
1440560651,-286,192,914,2677,-4235,-875,pick'n'drop
1440577157,-283,188,912,2677,-4235,-875,pick'n'drop
1440579925,-283,188,912,2747,-4357,-857,pick'n'drop
1440594294,-284,189,913,2747,-4357,-857,pick'n'drop
1440599199,-284,189,913,2747,-4165,-857,pick'n'drop
1440611736,-282,188,913,2747,-4165,-857,pick'n'drop
1440618169,-282,188,913,2677,-4130,-787,pick'n'drop
1440628873,-282,190,913,2677,-4130,-787,pick'n'drop
1440637442,-282,190,913,2625,-4095,-805,pick'n'drop
1440646010,-285,192,917,2625,-4095,-805,pick'n'drop
1440656715,-285,192,917,2712,-4025,-612,pick'n'drop
1440663146,-288,184,912,2712,-4025,-612,pick'n'drop
1440675988,-288,184,912,2782,-3290,-262,pick'n'drop
1440680588,-282,190,912,2782,-3290,-262,pick'n'drop
1440694956,-282,190,912,2712,-3290,-700,pick'n'drop
1440697725,-285,200,913,2712,-3290,-700,pick'n'drop
1440714230,-285,200,913,2555,-4847,-927,pick'n'drop
1440714860,-286,189,914,2555,-4847,-927,pick'n'drop
1440732282,-282,184,917,2555,-4847,-927,pick'n'drop
