time[us],acc_l_x[mg],acc_l_y[mg],acc_l_z[mg],gyro_x[mdps],gyro_y[mdps],gyro_z[mdps],label
2328899289,-24,821,546,2660,-5810,-210,brushing
2328905415,-20,815,542,2660,-5810,-210,brushing
2328918258,-20,815,542,2275,-6107,-402,brushing
2328922857,-15,814,544,2275,-6107,-402,brushing
2328937531,-15,814,544,1732,-6177,-420,brushing
2328939995,-18,813,546,1732,-6177,-420,brushing
2328956806,-18,813,546,1365,-6352,-350,brushing
2328957436,-18,816,546,1365,-6352,-350,brushing
2328974247,-19,814,545,1365,-6352,-350,brushing
2328975794,-19,814,545,945,-7017,-262,brushing
2328991690,-22,807,548,945,-7017,-262,brushing
2328995068,-22,807,548,647,-7262,-420,brushing
2329008827,-21,812,550,647,-7262,-420,brushing
2329014342,-21,812,550,560,-6615,-455,brushing
2329025964,-22,811,551,560,-6615,-455,brushing
2329033311,-22,811,551,647,-6510,-525,brushing
2329043100,-25,813,554,647,-6510,-525,brushing
2329052585,-25,813,554,770,-6720,-647,brushing
2329060237,-28,817,557,770,-6720,-647,brushing
2329071553,-28,817,557,875,-7245,-700,brushing
2329077678,-31,812,558,875,-7245,-700,brushing
2329090826,-31,812,558,1137,-7332,-700,brushing
2329094815,-33,810,559,1137,-7332,-700,brushing
2329110100,-33,810,559,1610,-6702,-717,brushing
2329111952,-32,809,557,1610,-6702,-717,brushing
2329129069,-31,806,557,1872,-6510,-927,brushing
2329146503,-31,803,557,1872,-6510,-927,brushing
2329148355,-31,803,557,1977,-7000,-1365,brushing
2329163640,-32,797,554,1977,-7000,-1365,brushing
2329167629,-32,797,554,1977,-7297,-1697,brushing
2329180778,-31,796,557,1977,-7297,-1697,brushing
2329186598,-31,796,557,2135,-6667,-2100,brushing
2329197914,-31,798,560,2135,-6667,-2100,brushing
2329205871,-31,798,560,2415,-5897,-2450,brushing
2329215355,-30,803,557,2415,-5897,-2450,brushing
2329225144,-30,803,557,2415,-6335,-2730,brushing
2329232491,-29,801,557,2415,-6335,-2730,brushing
2329244112,-29,801,557,2467,-6632,-2852,brushing
2329249628,-29,802,559,2467,-6632,-2852,brushing
2329263386,-29,802,559,2747,-6125,-2817,brushing
2329266764,-27,802,562,2747,-6125,-2817,brushing
2329282660,-27,802,562,3062,-5862,-3027,brushing
2329284205,-27,807,561,3062,-5862,-3027,brushing
2329301323,-26,805,556,3325,-5792,-3097,brushing
2329318450,-27,806,555,3325,-5792,-3097,brushing
2329320912,-27,806,555,3395,-5792,-3185,brushing
2329335586,-28,811,556,3395,-5792,-3185,brushing
2329340186,-28,811,556,3552,-5670,-2940,brushing
2329353028,-28,808,557,3552,-5670,-2940,brushing
2329359154,-28,808,557,3815,-5477,-2572,brushing
2329370164,-27,809,554,3815,-5477,-2572,brushing
2329378426,-27,809,554,3955,-5267,-2310,brushing
2329387301,-29,809,558,3955,-5267,-2310,brushing
2329397700,-29,809,558,4025,-5722,-2100,brushing
2329404437,-28,803,556,4025,-5722,-2100,brushing
2329416668,-28,803,556,4252,-6072,-2187,brushing
2329421878,-30,796,553,4252,-6072,-2187,brushing
2329435942,-30,796,553,4585,-4970,-2030,brushing
2329439015,-33,797,554,4585,-4970,-2030,brushing
2329455215,-33,797,554,4847,-3972,-1977,brushing
2329456152,-35,806,555,4847,-3972,-1977,brushing
2329473268,-37,809,558,4847,-3972,-1977,brushing
2329474205,-37,809,558,4847,-3815,-2030,brushing
2329490711,-44,816,565,4847,-3815,-2030,brushing
2329493479,-44,816,565,5075,-4445,-1890,brushing
2329507848,-52,816,574,5075,-4445,-1890,brushing
2329512447,-52,816,574,5810,-4567,-1487,brushing
2329524984,-57,814,579,5810,-4567,-1487,brushing
2329531721,-57,814,579,7035,-3867,-1190,brushing
2329542121,-53,818,578,7035,-3867,-1190,brushing
2329550996,-53,818,578,8277,-2905,-1067,brushing
2329559564,-48,824,575,8277,-2905,-1067,brushing
2329569964,-48,824,575,9047,-2975,-1067,brushing
2329576701,-46,819,574,9047,-2975,-1067,brushing
2329589237,-46,819,574,9625,-3430,-1627,brushing
2329593837,-48,819,575,9625,-3430,-1627,brushing
2329608511,-48,819,575,10395,-3640,-2310,brushing
2329610975,-51,825,581,10395,-3640,-2310,brushing
2329627480,-51,825,581,11095,-3902,-2835,brushing
2329628416,-50,805,581,11095,-3902,-2835,brushing
2329645533,-36,814,577,11095,-3902,-2835,brushing
2329646774,-36,814,577,11585,-2695,-3447,brushing
2329662669,-22,823,575,11585,-2695,-3447,brushing
2329666047,-22,823,575,12110,-3097,-4060,brushing
2329679806,-18,827,578,12110,-3097,-4060,brushing
2329685017,-18,827,578,12425,-3745,-4305,brushing
2329697249,-18,836,578,12425,-3745,-4305,brushing
2329704291,-18,836,578,12617,-4322,-3867,brushing
2329714386,-23,838,584,12617,-4322,-3867,brushing
2329723564,-23,838,584,13475,-5512,-3097,brushing
2329731523,-18,824,573,13475,-5512,-3097,brushing
2329742533,-18,824,573,13545,-6790,-2817,brushing
2329748658,-10,833,557,13545,-6790,-2817,brushing
2329761806,-10,833,557,13020,-7507,-2485,brushing
2329765795,-10,827,569,13020,-7507,-2485,brushing
2329781080,-10,827,569,13440,-8277,-2240,brushing
2329783237,-12,809,580,13440,-8277,-2240,brushing
2329800048,-12,809,580,14437,-7157,-1995,brushing
2329800679,-15,823,586,14437,-7157,-1995,brushing
2329817491,-6,814,579,14437,-7157,-1995,brushing
2329819343,-6,814,579,15697,-7035,-1487,brushing
2329834628,-5,815,574,15697,-7035,-1487,brushing
2329838312,-5,815,574,16257,-7577,-1417,brushing
2329852069,-3,816,569,16257,-7577,-1417,brushing
2329857585,-3,816,569,15960,-7612,-1207,brushing
2329869206,-1,828,581,15960,-7612,-1207,brushing
2329876859,-1,828,581,15837,-7910,-805,brushing
2329886342,7,813,592,15837,-7910,-805,brushing
2329895827,7,813,592,16695,-7402,-525,brushing
2329903479,23,820,590,16695,-7402,-525,brushing
2329915100,23,820,590,18007,-6037,-157,brushing
2329920920,30,833,594,18007,-6037,-157,brushing
2329934374,30,833,594,19162,-7105,525,brushing
2329938057,24,824,601,19162,-7105,525,brushing
2329953342,24,824,601,20527,-6982,1400,brushing
2329955194,22,830,585,20527,-6982,1400,brushing
2329972311,36,846,569,21402,-5670,2450,brushing
2329989744,29,817,575,21402,-5670,2450,brushing
2329991901,29,817,575,21805,-3937,4235,brushing
2330006882,17,791,595,21805,-3937,4235,brushing
2330010871,17,791,595,23905,2537,6265,brushing
2330024017,18,800,601,23905,2537,6265,brushing
2330030144,18,800,601,26460,9450,7997,brushing
2330041153,31,809,579,26460,9450,7997,brushing
2330049416,31,809,579,28017,12092,9485,brushing
2330058289,46,783,550,28017,12092,9485,brushing
2330068385,46,783,550,27737,12110,9485,brushing
2330075732,55,771,528,27737,12110,9485,brushing
2330087659,55,771,528,25777,11970,8015,brushing
2330092870,59,781,527,25777,11970,8015,brushing
2330106628,59,781,527,23852,9782,6457,brushing
2330110007,64,789,539,23852,9782,6457,brushing
2330125902,64,789,539,22470,6107,5127,brushing
2330127144,71,783,547,22470,6107,5127,brushing
2330144565,77,776,542,22470,6107,5127,brushing
2330145195,77,776,542,20842,1260,3237,brushing
2330161702,82,766,526,20842,1260,3237,brushing
2330164164,82,766,526,18602,-4462,525,brushing
2330178837,94,755,503,18602,-4462,525,brushing
2330183437,94,755,503,15627,-10465,-2537,brushing
2330195974,109,738,486,15627,-10465,-2537,brushing
2330202710,109,738,486,11410,-17657,-5950,brushing
2330213416,105,700,476,11410,-17657,-5950,brushing
2330221678,105,700,476,6790,-23747,-9327,brushing
2330230552,103,665,459,6790,-23747,-9327,brushing
2330240952,103,665,459,2730,-23782,-12495,brushing
2330247689,105,644,452,2730,-23782,-12495,brushing
2330260226,105,644,452,-367,-20055,-15155,brushing
2330264826,106,632,445,-367,-20055,-15155,brushing
2330279195,106,632,445,-2712,-14560,-16992,brushing
2330282268,102,648,440,-2712,-14560,-16992,brushing
