time[us],acc_l_x[mg],acc_l_y[mg],acc_l_z[mg],gyro_x[mdps],gyro_y[mdps],gyro_z[mdps],label
1520830927,-75,501,851,-28700,-7665,45080,cleaning
1520835526,-75,501,851,-25777,-18235,43925,cleaning
1520848369,-64,430,869,-25777,-18235,43925,cleaning
1520854495,-64,430,869,-21402,-11830,41265,cleaning
1520865505,-60,448,890,-21402,-11830,41265,cleaning
1520873768,-60,448,890,-17412,2782,38972,cleaning
1520882641,-58,494,909,-17412,2782,38972,cleaning
1520893042,-58,494,909,-15085,12022,38535,cleaning
1520899779,-55,529,904,-15085,12022,38535,cleaning
1520912010,-55,529,904,-14682,12285,39392,cleaning
1520917221,-47,527,889,-14682,12285,39392,cleaning
1520931284,-47,527,889,-15977,3920,39235,cleaning
1520934357,-22,486,861,-15977,3920,39235,cleaning
1520950558,-22,486,861,-18217,-5775,37117,cleaning
1520951494,-5,420,850,-18217,-5775,37117,cleaning
1520968916,14,382,863,-18217,-5775,37117,cleaning
1520969546,14,382,863,-19407,-6457,33530,cleaning
1520986052,43,413,887,-19407,-6457,33530,cleaning
1520988821,43,413,887,-18795,-2572,29295,cleaning
1521003189,65,417,909,-18795,-2572,29295,cleaning
1521008094,65,417,909,-16730,-2607,25095,cleaning
1521020325,84,403,918,-16730,-2607,25095,cleaning
1521027063,84,403,918,-13650,-7542,19985,cleaning
1521037768,100,375,929,-13650,-7542,19985,cleaning
1521046337,100,375,929,-9240,-11025,13982,cleaning
1521054905,114,358,934,-9240,-11025,13982,cleaning
1521065610,114,358,934,-3797,-11252,7455,cleaning
1521072042,130,339,922,-3797,-11252,7455,cleaning
1521084580,130,339,922,2117,-5950,1260,cleaning
1521089485,139,346,909,2117,-5950,1260,cleaning
1521103853,139,346,909,7507,3010,-4252,cleaning
1521106621,125,407,890,7507,3010,-4252,cleaning
1521123126,125,407,890,12565,18987,-5827,cleaning
1521123756,99,543,880,12565,18987,-5827,cleaning
1521140873,87,628,846,12565,18987,-5827,cleaning
1521142114,87,628,846,15715,23695,-4270,cleaning
1521158316,88,645,788,15715,23695,-4270,cleaning
1521161389,88,645,788,15645,15102,-2292,cleaning
1521175452,88,639,739,15645,15102,-2292,cleaning
1521180662,88,639,739,12810,5582,-175,cleaning
1521192587,80,610,718,12810,5582,-175,cleaning
1521199629,80,610,718,8820,-1015,1435,cleaning
1521210029,76,581,710,8820,-1015,1435,cleaning
1521218902,76,581,710,5075,-6072,2187,cleaning
1521227164,70,544,715,5075,-6072,2187,cleaning
1521238175,70,544,715,1960,-8085,1837,cleaning
1521244302,62,522,738,1960,-8085,1837,cleaning
1521257449,62,522,738,-17,-6825,297,cleaning
1521261743,61,521,769,-17,-6825,297,cleaning
1521276417,61,521,769,-1557,-6037,-2345,cleaning
1521278880,56,527,811,-1557,-6037,-2345,cleaning
1521295690,56,527,811,-2485,-6370,-4830,cleaning
1521296320,35,530,851,-2485,-6370,-4830,cleaning
1521313131,9,509,886,-2485,-6370,-4830,cleaning
1521314678,9,509,886,-3570,-9082,-6230,cleaning
1521330573,-9,475,940,-3570,-9082,-6230,cleaning
1521333951,-9,475,940,-3692,-12932,-7840,cleaning
1521347709,-6,446,962,-3692,-12932,-7840,cleaning
1521353224,-6,446,962,630,-13667,-10675,cleaning
1521364845,1,438,957,630,-13667,-10675,cleaning
1521372497,1,438,957,7927,-7997,-13982,cleaning
1521382287,22,476,907,7927,-7997,-13982,cleaning
1521391466,22,476,907,15050,-2940,-16677,cleaning
1521399424,49,492,827,15050,-2940,-16677,cleaning
1521410739,49,492,827,19250,3430,-17535,cleaning
1521416560,67,527,780,19250,3430,-17535,cleaning
1521430013,67,527,780,20597,8172,-17570,cleaning
1521434002,82,555,751,20597,8172,-17570,cleaning
1521448981,82,555,751,19530,4532,-18025,cleaning
1521451139,106,593,722,19530,4532,-18025,cleaning
1521468255,129,624,697,15942,-2012,-17517,cleaning
1521485690,146,624,694,15942,-2012,-17517,cleaning
1521487542,146,624,694,10517,-5565,-15295,cleaning
1521502827,154,617,718,10517,-5565,-15295,cleaning
1521506510,154,617,718,5897,-2870,-11602,cleaning
