time[us],acc_l_x[mg],acc_l_y[mg],acc_l_z[mg],gyro_x[mdps],gyro_y[mdps],gyro_z[mdps],label
728535047,-376,500,745,4567,-2695,-1120,chopping
728549721,-376,500,745,4060,-2677,-787,chopping
728552184,-376,504,742,4060,-2677,-787,chopping
728568690,-376,504,742,3535,-3272,-560,chopping
728569626,-377,505,743,3535,-3272,-560,chopping
728586742,-375,505,744,3535,-3272,-560,chopping
728587984,-375,505,744,2992,-3850,-332,chopping
728603880,-375,503,742,2992,-3850,-332,chopping
728607258,-375,503,742,2572,-4130,-35,chopping
728621322,-374,503,740,2572,-4130,-35,chopping
728626226,-374,503,740,2100,-4235,297,chopping
728638458,-374,506,743,2100,-4235,297,chopping
728645500,-374,506,743,1452,-4602,560,chopping
728655594,-374,507,743,1452,-4602,560,chopping
728664772,-374,507,743,805,-5040,682,chopping
728672730,-372,506,743,805,-5040,682,chopping
728684047,-372,506,743,332,-5075,962,chopping
728690173,-374,505,741,332,-5075,962,chopping
728703016,-374,505,741,157,-5215,1347,chopping
728707310,-376,504,740,157,-5215,1347,chopping
728722289,-376,504,740,140,-5442,1610,chopping
728724446,-377,502,739,140,-5442,1610,chopping
728741562,-377,502,739,192,-5022,1680,chopping
728742193,-378,506,739,192,-5022,1680,chopping
728759003,-378,509,739,192,-5022,1680,chopping
728760550,-378,509,739,262,-4777,1680,chopping
728776140,-378,513,740,262,-4777,1680,chopping
728779824,-378,513,740,227,-5162,1540,chopping
728793582,-378,510,740,227,-5162,1540,chopping
728799098,-378,510,740,210,-5967,1277,chopping
728810720,-379,507,738,210,-5967,1277,chopping
728818067,-379,507,738,315,-6282,1015,chopping
728827857,-380,504,741,315,-6282,1015,chopping
728837341,-380,504,741,542,-6020,735,chopping
728844994,-381,502,740,542,-6020,735,chopping
728856615,-381,502,740,945,-5460,577,chopping
728862436,-383,501,739,945,-5460,577,chopping
728875889,-383,501,739,1295,-4952,455,chopping
728879574,-383,502,740,1295,-4952,455,chopping
728894859,-383,502,740,1610,-4795,175,chopping
728896710,-382,503,742,1610,-4795,175,chopping
728914133,-381,503,742,1820,-4585,-157,chopping
728931263,-380,503,740,1820,-4585,-157,chopping
728933420,-380,503,740,2012,-4480,-420,chopping
728948398,-379,505,740,2012,-4480,-420,chopping
728952387,-379,505,740,2082,-4322,-595,chopping
728965839,-380,505,742,2082,-4322,-595,chopping
728971659,-380,505,742,2135,-4427,-612,chopping
728982974,-381,505,742,2135,-4427,-612,chopping
728990931,-381,505,742,2117,-4777,-717,chopping
729000110,-380,504,742,2117,-4777,-717,chopping
729009900,-380,504,742,2082,-5197,-840,chopping
729017247,-381,504,741,2082,-5197,-840,chopping
729029173,-381,504,741,2100,-5337,-1015,chopping
729034688,-382,506,741,2100,-5337,-1015,chopping
729048446,-382,506,741,2117,-5967,-1155,chopping
729051825,-379,510,737,2117,-5967,-1155,chopping
729067414,-379,510,737,1907,-6930,-1137,chopping
729068961,-377,517,741,1907,-6930,-1137,chopping
729086382,-377,518,743,1540,-9327,-840,chopping
729103512,-379,512,744,1540,-9327,-840,chopping
729105974,-379,512,744,1225,-12845,-507,chopping
729120648,-385,499,747,1225,-12845,-507,chopping
729124943,-385,499,747,1155,-15802,-332,chopping
729138091,-383,492,743,1155,-15802,-332,chopping
729144217,-383,492,743,1330,-17010,-122,chopping
729155227,-383,472,740,1330,-17010,-122,chopping
729163491,-383,472,740,1417,-15347,122,chopping
729172365,-383,469,748,1417,-15347,122,chopping
729182765,-383,469,748,1662,-10430,315,chopping
729189502,-382,478,750,1662,-10430,315,chopping
729201733,-382,478,750,1872,-6702,245,chopping
729206944,-381,482,750,1872,-6702,245,chopping
729221007,-381,482,750,2082,-4655,-17,chopping
729224080,-382,497,749,2082,-4655,-17,chopping
729240281,-382,497,749,2275,-4935,-210,chopping
729241217,-381,497,746,2275,-4935,-210,chopping
729258639,-377,492,747,2275,-4935,-210,chopping
729259269,-377,492,747,2310,-5442,-227,chopping
729275775,-377,489,748,2310,-5442,-227,chopping
729278543,-377,489,748,2222,-5565,-70,chopping
729292911,-378,487,748,2222,-5565,-70,chopping
729297816,-378,487,748,2030,-5337,227,chopping
729310354,-379,487,749,2030,-5337,227,chopping
729316785,-379,487,749,1417,-5337,560,chopping
729327491,-378,488,754,1417,-5337,560,chopping
729336060,-378,488,754,630,-5337,525,chopping
729344628,-378,490,754,630,-5337,525,chopping
729355333,-378,490,754,-52,-5390,700,chopping
729361765,-381,488,753,-52,-5390,700,chopping
729374607,-381,488,753,-490,-5740,962,chopping
729379207,-381,486,750,-490,-5740,962,chopping
729393576,-381,486,750,-752,-5862,1225,chopping
729396344,-383,483,748,-752,-5862,1225,chopping
729412850,-383,483,748,-717,-5460,1557,chopping
729413480,-385,485,748,-717,-5460,1557,chopping
729430902,-388,484,749,-717,-5460,1557,chopping
729432144,-388,484,749,-542,-5232,1732,chopping
729448039,-387,484,748,-542,-5232,1732,chopping
729451113,-387,484,748,-245,-4847,1645,chopping
729465176,-386,488,748,-245,-4847,1645,chopping
729470386,-386,488,748,210,-4515,1417,chopping
729482312,-383,499,755,210,-4515,1417,chopping
729489659,-383,499,755,805,-5652,1137,chopping
729499755,-379,496,749,805,-5652,1137,chopping
729508628,-379,496,749,1137,-7647,1067,chopping
729516891,-378,485,744,1137,-7647,1067,chopping
729527902,-378,485,744,1085,-6055,1382,chopping
729534028,-389,484,742,1085,-6055,1382,chopping
729547176,-389,484,742,1015,-3885,1522,chopping
729551471,-386,495,750,1015,-3885,1522,chopping
729566449,-386,495,750,1190,-5635,1032,chopping
729568607,-384,491,751,1190,-5635,1032,chopping
729585418,-384,491,751,1277,-6002,752,chopping
729586048,-383,489,743,1277,-6002,752,chopping
729603165,-385,493,749,1277,-6002,752,chopping
729604711,-385,493,749,1277,-4987,665,chopping
729620302,-386,490,748,1277,-4987,665,chopping
729623986,-386,490,748,1470,-5442,507,chopping
729637439,-385,487,746,1470,-5442,507,chopping
729642955,-385,487,746,1715,-5407,472,chopping
729654881,-386,486,746,1715,-5407,472,chopping
729662228,-386,486,746,1907,-5005,525,chopping
729672018,-387,486,746,1907,-5005,525,chopping
729681503,-387,486,746,2012,-4602,332,chopping
729689155,-385,488,748,2012,-4602,332,chopping
729700776,-385,488,748,2065,-4375,175,chopping
729706292,-383,489,749,2065,-4375,175,chopping
729719745,-383,489,749,2082,-4130,17,chopping
729723734,-384,490,750,2082,-4130,17,chopping
729739018,-384,490,750,2065,-4182,-157,chopping
729740871,-384,490,748,2065,-4182,-157,chopping
729757987,-384,491,748,1942,-4427,-227,chopping
729775421,-384,488,747,1942,-4427,-227,chopping
729777274,-384,488,747,1890,-4462,-245,chopping
729792558,-384,487,747,1890,-4462,-245,chopping
729796547,-384,487,747,1837,-4200,-350,chopping
729809694,-384,490,748,1837,-4200,-350,chopping
729815821,-384,490,748,1785,-3937,-385,chopping
729827137,-383,493,746,1785,-3937,-385,chopping
729834789,-383,493,746,1750,-4165,-420,chopping
729844272,-383,494,747,1750,-4165,-420,chopping
729854062,-383,494,747,1575,-4620,-542,chopping
729861408,-384,492,749,1575,-4620,-542,chopping
729873334,-384,492,749,1522,-5022,-700,chopping
729878544,-385,490,748,1522,-5022,-700,chopping
729892303,-385,490,748,1540,-4987,-717,chopping
729895986,-386,490,747,1540,-4987,-717,chopping
729911576,-386,490,747,1697,-5022,-647,chopping
729913123,-386,486,746,1697,-5022,-647,chopping
729930240,-386,489,746,1697,-5022,-647,chopping
729930870,-386,489,746,1960,-4707,-665,chopping
729947681,-387,490,746,1960,-4707,-665,chopping
729949839,-387,490,746,2187,-4567,-735,chopping
729964818,-386,489,747,2187,-4567,-735,chopping
729969113,-386,489,747,2415,-4655,-910,chopping
729981954,-386,491,746,2415,-4655,-910,chopping
729988386,-386,491,746,2590,-4550,-1015,chopping
729999091,-386,494,747,2590,-4550,-1015,chopping
730007354,-386,494,747,2572,-4812,-1312,chopping
730016532,-385,495,749,2572,-4812,-1312,chopping
730026628,-385,495,749,2485,-5145,-1557,chopping
730033669,-384,488,748,2485,-5145,-1557,chopping
730045901,-384,488,748,2572,-5057,-1540,chopping
730050807,-386,486,747,2572,-5057,-1540,chopping
730065175,-386,486,747,2642,-4865,-1382,chopping
730068249,-387,487,747,2642,-4865,-1382,chopping
730084143,-387,487,747,2730,-4900,-1190,chopping
730085385,-385,487,748,2730,-4900,-1190,chopping
730102501,-385,488,749,2730,-4900,-1190,chopping
730103437,-385,488,749,2677,-4795,-1015,chopping
730119639,-385,489,749,2677,-4795,-1015,chopping
730122712,-385,489,749,2607,-4777,-1032,chopping
730137081,-386,489,748,2607,-4777,-1032,chopping
730141681,-386,489,748,2677,-4707,-1085,chopping
730154218,-386,490,747,2677,-4707,-1085,chopping
730160954,-386,490,747,2765,-4725,-1225,chopping
730171354,-386,488,748,2765,-4725,-1225,chopping
730180228,-386,488,748,2782,-4707,-1330,chopping
730188797,-384,488,749,2782,-4707,-1330,chopping
730199197,-384,488,749,2957,-4690,-1365,chopping
730205933,-386,487,747,2957,-4690,-1365,chopping
730218470,-386,487,747,3027,-4515,-1207,chopping
730223070,-386,486,748,3027,-4515,-1207,chopping
730237744,-386,486,748,3097,-4322,-1330,chopping
730240207,-385,490,749,3097,-4322,-1330,chopping
730256713,-385,490,749,3150,-4270,-1382,chopping
730257649,-384,490,749,3150,-4270,-1382,chopping
730274765,-385,489,748,3150,-4270,-1382,chopping
730276007,-385,489,748,3150,-4602,-1312,chopping
730291902,-385,487,748,3150,-4602,-1312,chopping
730295281,-385,487,748,3150,-4760,-1260,chopping
730309344,-385,488,748,3150,-4760,-1260,chopping
730314249,-385,488,748,3202,-4497,-1295,chopping
730326481,-384,488,747,3202,-4497,-1295,chopping
730333523,-384,488,747,3255,-4462,-1365,chopping
730343618,-385,489,749,3255,-4462,-1365,chopping
730352797,-385,489,749,3237,-4480,-1435,chopping
730360755,-385,488,749,3237,-4480,-1435,chopping
730371765,-385,488,749,3325,-4567,-1505,chopping
730378196,-385,486,749,3325,-4567,-1505,chopping
730391039,-385,486,749,3307,-4357,-1575,chopping
730395332,-384,488,749,3307,-4357,-1575,chopping
730410311,-384,488,749,3325,-4375,-1645,chopping
730412468,-385,487,750,3325,-4375,-1645,chopping
730429278,-385,487,750,3342,-4445,-1662,chopping
730429908,-384,486,748,3342,-4445,-1662,chopping
730447024,-384,487,749,3342,-4445,-1662,chopping
730448571,-384,487,749,3290,-4410,-1645,chopping
730464161,-384,487,749,3290,-4410,-1645,chopping
730467844,-384,487,749,3272,-4462,-1715,chopping
730481298,-385,486,749,3272,-4462,-1715,chopping
730486814,-385,486,749,3272,-4497,-1732,chopping
730498741,-385,487,749,3272,-4497,-1732,chopping
730506088,-385,487,749,3255,-4515,-1767,chopping
730515877,-384,488,751,3255,-4515,-1767,chopping
730525361,-384,488,751,3237,-4602,-1855,chopping
730533013,-384,486,750,3237,-4602,-1855,chopping
730544328,-384,486,750,3132,-4620,-1802,chopping
730550149,-384,486,750,3132,-4620,-1802,chopping
730563603,-384,486,750,2992,-4637,-1802,chopping
730567592,-382,486,750,2992,-4637,-1802,chopping
730582877,-382,486,750,2765,-4690,-1697,chopping
730584729,-383,487,751,2765,-4690,-1697,chopping
730601846,-383,486,750,2432,-4970,-1592,chopping
730619280,-384,486,752,2432,-4970,-1592,chopping
730621132,-384,486,752,2117,-5267,-1470,chopping
730636417,-384,483,750,2117,-5267,-1470,chopping
730640407,-384,483,750,1960,-5285,-1382,chopping
730653555,-384,482,750,1960,-5285,-1382,chopping
730659375,-384,482,750,1942,-4900,-1330,chopping
730670691,-385,485,749,1942,-4900,-1330,chopping
730678649,-385,485,749,1977,-4760,-1277,chopping
730688134,-384,486,749,1977,-4760,-1277,chopping
730697923,-384,486,749,2012,-4917,-1207,chopping
730705271,-385,485,751,2012,-4917,-1207,chopping
730717197,-385,485,751,1942,-4812,-1330,chopping
730722407,-385,486,750,1942,-4812,-1330,chopping
730736166,-385,486,750,1820,-4725,-1557,chopping
730739544,-383,485,750,1820,-4725,-1557,chopping
730755439,-383,485,750,1627,-4550,-1645,chopping
730756987,-384,487,750,1627,-4550,-1645,chopping
730774102,-386,484,752,1627,-4550,-1645,chopping
730774732,-386,484,752,1470,-4830,-1382,chopping
730791239,-386,478,750,1470,-4830,-1382,chopping
730793701,-386,478,750,1505,-4795,-1032,chopping
730808681,-388,478,748,1505,-4795,-1032,chopping
730812976,-388,478,748,1662,-3937,-630,chopping
730825818,-388,484,748,1662,-3937,-630,chopping
730831944,-388,484,748,1767,-3640,-507,chopping
730842955,-387,488,750,1767,-3640,-507,chopping
730851218,-387,488,750,1767,-3937,-560,chopping
730860091,-386,487,749,1767,-3937,-560,chopping
730870491,-386,487,749,1855,-3885,-700,chopping
730877534,-387,489,748,1855,-3885,-700,chopping
730889765,-387,489,748,1960,-3885,-805,chopping
730894670,-388,488,748,1960,-3885,-805,chopping
730908733,-388,488,748,2082,-4252,-997,chopping
730911808,-387,484,748,2082,-4252,-997,chopping
730928007,-387,484,748,2222,-3990,-945,chopping
730928944,-390,483,751,2222,-3990,-945,chopping
730946365,-390,481,749,2222,-3990,-945,chopping
730946995,-390,481,749,2432,-3605,-1032,chopping
730963501,-390,485,748,2432,-3605,-1032,chopping
730966270,-390,485,748,2642,-3027,-1172,chopping
730980638,-388,486,746,2642,-3027,-1172,chopping
730985543,-388,486,746,2940,-3080,-1312,chopping
730998081,-390,484,747,2940,-3080,-1312,chopping
731004513,-390,484,747,3622,-3202,-1172,chopping
731015219,-391,480,742,3622,-3202,-1172,chopping
731023787,-391,480,742,4480,-2765,-1050,chopping
731032355,-392,486,742,4480,-2765,-1050,chopping
731043060,-392,486,742,4900,-2835,-962,chopping
731049491,-389,489,745,4900,-2835,-962,chopping
731062029,-389,489,745,4917,-4095,-1085,chopping
731066933,-382,486,742,4917,-4095,-1085,chopping
731081302,-382,486,742,4550,-4812,-1522,chopping
731084070,-378,505,749,4550,-4812,-1522,chopping
731100576,-378,505,749,3867,-6965,-2012,chopping
731101207,-372,520,751,3867,-6965,-2012,chopping
731118323,-377,514,753,3867,-6965,-2012,chopping
731119565,-377,514,753,2957,-10745,-1942,chopping
731135765,-390,489,754,2957,-10745,-1942,chopping
731138838,-390,489,754,1837,-13702,-1750,chopping
731152903,-396,462,758,1837,-13702,-1750,chopping
731158113,-396,462,758,1085,-14052,-2100,chopping
731170039,-394,444,760,1085,-14052,-2100,chopping
731177081,-394,444,760,1085,-10990,-2502,chopping
731187176,-391,449,755,1085,-10990,-2502,chopping
731196354,-391,449,755,1540,-6037,-2432,chopping
731204617,-392,463,754,1540,-6037,-2432,chopping
731215628,-392,463,754,2100,-2572,-1925,chopping
731221755,-390,471,753,2100,-2572,-1925,chopping
731234597,-390,471,753,2485,-1662,-1890,chopping
731238891,-386,482,755,2485,-1662,-1890,chopping
731253870,-386,482,755,2730,-2310,-2152,chopping
731256028,-382,491,753,2730,-2310,-2152,chopping
731273144,-382,491,753,2642,-3202,-2240,chopping
731273775,-376,495,754,2642,-3202,-2240,chopping
731290586,-375,492,754,2642,-3202,-2240,chopping
731292132,-375,492,754,2432,-4497,-2240,chopping
731307723,-382,485,754,2432,-4497,-2240,chopping
731311407,-382,485,754,2135,-5442,-1872,chopping
731325165,-387,476,753,2135,-5442,-1872,chopping
731330681,-387,476,753,1890,-6230,-1277,chopping
731342303,-394,464,754,1890,-6230,-1277,chopping
731349649,-394,464,754,1680,-6282,-945,chopping
731359439,-396,462,755,1680,-6282,-945,chopping
731368924,-396,462,755,1680,-5180,-805,chopping
731376576,-396,466,757,1680,-5180,-805,chopping
731388197,-396,466,757,1785,-3902,-927,chopping
731394018,-391,468,749,1785,-3902,-927,chopping
731407165,-391,468,749,1767,-3255,-1452,chopping
731411155,-387,476,745,1767,-3255,-1452,chopping
731426439,-387,476,745,1487,-3412,-2205,chopping
731428292,-389,493,754,1487,-3412,-2205,chopping
731445713,-390,503,748,1295,-5897,-3237,chopping
731462842,-384,511,750,1295,-5897,-3237,chopping
