time[us],acc_l_x[mg],acc_l_y[mg],acc_l_z[mg],gyro_x[mdps],gyro_y[mdps],gyro_z[mdps],label
3227594270,-121,482,802,17517,-6352,-1592,pick'n'drop
3227595817,-121,487,788,17517,-6352,-1592,pick'n'drop
3227612933,-124,498,773,17517,-6352,-1592,pick'n'drop
3227613563,-124,498,773,15417,-3272,-1452,pick'n'drop
3227630070,-120,493,754,15417,-3272,-1452,pick'n'drop
3227632533,-120,493,754,13440,-1120,-1610,pick'n'drop
3227647207,-119,499,752,13440,-1120,-1610,pick'n'drop
3227651807,-119,499,752,11707,455,-2187,pick'n'drop
3227664649,-109,501,756,11707,455,-2187,pick'n'drop
3227671081,-109,501,756,10202,1732,-3377,pick'n'drop
3227681786,-99,521,771,10202,1732,-3377,pick'n'drop
3227690049,-99,521,771,8382,2607,-4847,pick'n'drop
3227698922,-88,535,789,8382,2607,-4847,pick'n'drop
3227709322,-88,535,789,6230,2152,-6020,pick'n'drop
3227716364,-78,549,802,6230,2152,-6020,pick'n'drop
3227728595,-78,549,802,4095,1190,-5792,pick'n'drop
3227733500,-69,540,803,4095,1190,-5792,pick'n'drop
3227747869,-69,540,803,2030,385,-4725,pick'n'drop
3227750637,-66,536,803,2030,385,-4725,pick'n'drop
3227766836,-66,536,803,17,-595,-3517,pick'n'drop
3227768077,-60,528,811,17,-595,-3517,pick'n'drop
3227785194,-61,523,834,17,-595,-3517,pick'n'drop
3227786130,-61,523,834,-1365,-1452,-2572,pick'n'drop
3227802330,-65,515,847,-1365,-1452,-2572,pick'n'drop
3227805403,-65,515,847,-1645,-1890,-1995,pick'n'drop
3227819771,-70,500,843,-1645,-1890,-1995,pick'n'drop
3227824677,-70,500,843,-770,-1540,-2152,pick'n'drop
3227836909,-76,491,844,-770,-1540,-2152,pick'n'drop
3227843644,-76,491,844,805,507,-3255,pick'n'drop
3227854045,-86,479,856,805,507,-3255,pick'n'drop
3227862918,-86,479,856,3762,4480,-5495,pick'n'drop
3227871486,-104,461,862,3762,4480,-5495,pick'n'drop
3227882191,-104,461,862,8767,10325,-9432,pick'n'drop
3227888623,-116,442,852,8767,10325,-9432,pick'n'drop
3227901465,-116,442,852,15067,18532,-14980,pick'n'drop
3227905760,-114,444,843,15067,18532,-14980,pick'n'drop
3227920433,-114,444,843,21245,26547,-20667,pick'n'drop
3227923202,-94,480,828,21245,26547,-20667,pick'n'drop
3227939708,-94,480,828,24867,29102,-24762,pick'n'drop
3227940339,-60,534,805,24867,29102,-24762,pick'n'drop
3227957456,-37,585,799,24867,29102,-24762,pick'n'drop
3227959003,-37,585,799,23765,24797,-24955,pick'n'drop
3227974897,-32,628,813,23765,24797,-24955,pick'n'drop
3227977970,-32,628,813,19372,16117,-21035,pick'n'drop
3227992034,-27,641,801,19372,16117,-21035,pick'n'drop
3227997245,-27,641,801,13510,6492,-14560,pick'n'drop
3228009171,-27,641,771,13510,6492,-14560,pick'n'drop
3228016518,-27,641,771,7122,192,-7262,pick'n'drop
3228026613,-35,648,761,7122,192,-7262,pick'n'drop
3228035792,-35,648,761,1382,-5250,-315,pick'n'drop
3228043750,-41,643,765,1382,-5250,-315,pick'n'drop
3228054760,-41,643,765,-2905,-10990,5145,pick'n'drop
3228060886,-49,622,768,-2905,-10990,5145,pick'n'drop
3228074034,-49,622,768,-5565,-14525,8557,pick'n'drop
3228078328,-58,601,769,-5565,-14525,8557,pick'n'drop
3228093307,-58,601,769,-6545,-15627,10080,pick'n'drop
3228095465,-69,587,776,-6545,-15627,10080,pick'n'drop
3228112580,-78,582,789,-6282,-14962,10167,pick'n'drop
3228130014,-82,569,784,-6282,-14962,10167,pick'n'drop
3228131561,-82,569,784,-5407,-12827,9695,pick'n'drop
3228147152,-84,571,776,-5407,-12827,9695,pick'n'drop
3228150835,-84,571,776,-4777,-9362,9642,pick'n'drop
3228164287,-80,572,772,-4777,-9362,9642,pick'n'drop
3228170109,-80,572,772,-4672,-6807,10185,pick'n'drop
3228181729,-77,572,769,-4672,-6807,10185,pick'n'drop
3228189077,-77,572,769,-5180,-6317,10815,pick'n'drop
3228198866,-77,567,775,-5180,-6317,10815,pick'n'drop
3228208351,-77,567,775,-5880,-7507,11392,pick'n'drop
3228216003,-81,555,783,-5880,-7507,11392,pick'n'drop
3228227625,-81,555,783,-6930,-9852,12110,pick'n'drop
3228233140,-83,540,801,-6930,-9852,12110,pick'n'drop
3228246899,-83,540,801,-8050,-11077,12880,pick'n'drop
3228250582,-92,533,828,-8050,-11077,12880,pick'n'drop
3228265867,-92,533,828,-8802,-12215,13387,pick'n'drop
3228267718,-91,506,832,-8802,-12215,13387,pick'n'drop
3228284835,-93,491,831,-9625,-11200,13912,pick'n'drop
3228302269,-91,485,838,-9625,-11200,13912,pick'n'drop
3228304426,-91,485,838,-10640,-9852,14122,pick'n'drop
3228319407,-89,477,842,-10640,-9852,14122,pick'n'drop
3228323395,-89,477,842,-11795,-8942,14140,pick'n'drop
3228336544,-87,482,848,-11795,-8942,14140,pick'n'drop
3228342669,-87,482,848,-12810,-7367,14297,pick'n'drop
3228353984,-87,484,843,-12810,-7367,14297,pick'n'drop
3228361942,-87,484,843,-13510,-6650,14402,pick'n'drop
3228371121,-85,496,832,-13510,-6650,14402,pick'n'drop
3228381217,-85,496,832,-13860,-5740,14630,pick'n'drop
3228388258,-81,509,814,-13860,-5740,14630,pick'n'drop
3228400185,-81,509,814,-14122,-5442,14892,pick'n'drop
3228405700,-83,535,811,-14122,-5442,14892,pick'n'drop
3228419459,-83,535,811,-14262,-5617,15575,pick'n'drop
3228422838,-80,547,799,-14262,-5617,15575,pick'n'drop
3228438731,-80,547,799,-14315,-5792,16572,pick'n'drop
3228439973,-80,560,799,-14315,-5792,16572,pick'n'drop
3228457089,-76,573,794,-14315,-5792,16572,pick'n'drop
3228457719,-76,573,794,-14192,-5005,17920,pick'n'drop
3228474530,-73,590,790,-14192,-5005,17920,pick'n'drop
3228476993,-73,590,790,-14262,-4375,19285,pick'n'drop
3228491667,-70,599,785,-14262,-4375,19285,pick'n'drop
3228496266,-70,599,785,-14840,-5897,19985,pick'n'drop
3228508803,-72,612,794,-14840,-5897,19985,pick'n'drop
3228515540,-72,612,794,-15820,-8382,19932,pick'n'drop
3228526245,-70,600,782,-15820,-8382,19932,pick'n'drop
3228534508,-70,600,782,-16432,-11147,19110,pick'n'drop
3228543382,-68,591,775,-16432,-11147,19110,pick'n'drop
3228553782,-68,591,775,-16782,-11812,17465,pick'n'drop
3228560518,-86,589,782,-16782,-11812,17465,pick'n'drop
3228573056,-86,589,782,-15820,-11952,14560,pick'n'drop
3228577961,-89,556,771,-15820,-11952,14560,pick'n'drop
3228592024,-89,556,771,-13597,-8680,12215,pick'n'drop
3228595097,-96,556,778,-13597,-8680,12215,pick'n'drop
3228611298,-96,556,778,-10762,-4252,10920,pick'n'drop
3228612234,-87,567,775,-10762,-4252,10920,pick'n'drop
