time[us],acc_l_x[mg],acc_l_y[mg],acc_l_z[mg],gyro_x[mdps],gyro_y[mdps],gyro_z[mdps],label
2412793486,442,897,-18,1172,-437,0,brushing
2412797170,442,897,-18,1732,-997,-87,brushing
2412810622,438,901,-20,1732,-997,-87,brushing
2412816138,438,901,-20,2415,-1837,-17,brushing
2412827760,434,904,-24,2415,-1837,-17,brushing
2412835412,434,904,-24,3202,-2327,210,brushing
2412845200,434,904,-26,3202,-2327,210,brushing
2412854379,434,904,-26,3937,-3220,350,brushing
2412862337,434,898,-27,3937,-3220,350,brushing
2412873654,434,898,-27,4690,-4217,227,brushing
2412879475,437,892,-27,4690,-4217,227,brushing
2412892928,437,892,-27,5425,-4672,-175,brushing
2412896611,439,885,-26,5425,-4672,-175,brushing
2412911895,439,885,-26,5967,-4812,-822,brushing
2412913747,442,885,-28,5967,-4812,-822,brushing
2412931169,444,888,-28,6195,-4760,-1400,brushing
2412948298,445,890,-28,6195,-4760,-1400,brushing
2412950149,445,890,-28,6212,-5040,-1820,brushing
2412965433,446,890,-29,6212,-5040,-1820,brushing
2412969423,446,890,-29,6090,-5390,-1855,brushing
2412982571,448,892,-32,6090,-5390,-1855,brushing
2412988391,448,892,-32,5705,-5285,-1610,brushing
2412999705,448,892,-34,5705,-5285,-1610,brushing
2413007663,448,892,-34,5162,-5250,-1312,brushing
2413017147,446,889,-35,5162,-5250,-1312,brushing
2413026936,446,889,-35,4602,-5355,-1085,brushing
2413034284,445,888,-38,4602,-5355,-1085,brushing
2413045905,445,888,-38,4392,-5075,-1067,brushing
2413051419,442,889,-43,4392,-5075,-1067,brushing
2413065178,442,889,-43,4147,-4935,-1155,brushing
2413068557,437,890,-47,4147,-4935,-1155,brushing
2413084147,437,890,-47,3657,-5372,-1242,brushing
2413085999,431,885,-40,3657,-5372,-1242,brushing
2413103114,436,875,-30,3500,-5477,-1452,brushing
2413120242,441,880,-30,3500,-5477,-1452,brushing
2413122705,441,880,-30,3867,-4830,-2135,brushing
2413137378,443,882,-34,3867,-4830,-2135,brushing
2413141673,443,882,-34,3937,-5197,-2957,brushing
2413154821,439,881,-33,3937,-5197,-2957,brushing
2413160947,439,881,-33,3657,-5495,-3272,brushing
2413171957,438,882,-27,3657,-5495,-3272,brushing
2413179915,438,882,-27,3710,-3990,-3027,brushing
2413189095,440,893,-26,3710,-3990,-3027,brushing
2413199189,440,893,-26,3867,-2922,-2415,brushing
2413206231,441,900,-27,3867,-2922,-2415,brushing
2413218462,441,900,-27,3885,-4130,-2030,brushing
2413223367,439,898,-30,3885,-4130,-2030,brushing
2413237431,439,898,-30,3937,-5372,-1872,brushing
2413240809,435,896,-34,3937,-5372,-1872,brushing
2413256705,435,896,-34,4340,-5285,-1487,brushing
2413257946,430,894,-36,4340,-5285,-1487,brushing
2413275063,430,891,-34,4340,-5285,-1487,brushing
2413276000,430,891,-34,4900,-4882,-1190,brushing
2413292200,430,895,-35,4900,-4882,-1190,brushing
2413294968,430,895,-35,5442,-4637,-1225,brushing
