time[us],acc_l_x[mg],acc_l_y[mg],acc_l_z[mg],gyro_x[mdps],gyro_y[mdps],gyro_z[mdps],label
634149438,-452,645,575,192,-5197,-2695,brushing
634159533,-452,645,575,35,-4637,-2975,brushing
634166880,-452,642,569,35,-4637,-2975,brushing
634178502,-452,642,569,-17,-3972,-3010,brushing
634184018,-452,646,571,-17,-3972,-3010,brushing
634197776,-452,646,571,-297,-3990,-2922,brushing
634201155,-451,645,571,-297,-3990,-2922,brushing
634217049,-451,645,571,-752,-3762,-3045,brushing
634218291,-452,647,573,-752,-3762,-3045,brushing
634235713,-454,644,569,-1225,-3237,-3430,brushing
634252843,-459,644,567,-1225,-3237,-3430,brushing
634255305,-459,644,567,-1697,-2607,-3902,brushing
634269978,-464,643,567,-1697,-2607,-3902,brushing
634274578,-464,643,567,-2117,-2222,-4602,brushing
634287115,-457,646,565,-2117,-2222,-4602,brushing
634293547,-457,646,565,-2695,-1767,-4987,brushing
634304557,-460,654,569,-2695,-1767,-4987,brushing
634312821,-460,654,569,-3937,-2730,-5617,brushing
634321694,-458,653,574,-3937,-2730,-5617,brushing
634332094,-458,653,574,-5442,-4130,-6615,brushing
634338831,-464,650,575,-5442,-4130,-6615,brushing
634351063,-464,650,575,-6772,-4410,-7822,brushing
634355968,-469,645,570,-6772,-4410,-7822,brushing
634370337,-469,645,570,-7525,-3640,-9152,brushing
634373411,-475,645,566,-7525,-3640,-9152,brushing
634389305,-475,645,566,-7962,-2065,-10640,brushing
634390547,-476,658,564,-7962,-2065,-10640,brushing
634407663,-475,674,565,-7962,-2065,-10640,brushing
634408599,-475,674,565,-8697,-2537,-12372,brushing
634424799,-483,667,569,-8697,-2537,-12372,brushing
634427872,-483,667,569,-9660,-6387,-14192,brushing
634442240,-489,672,575,-9660,-6387,-14192,brushing
634446840,-489,672,575,-10972,-12600,-16065,brushing
634459378,-494,656,570,-10972,-12600,-16065,brushing
634466114,-494,656,570,-12407,-17097,-17395,brushing
634476514,-515,605,565,-12407,-17097,-17395,brushing
634485082,-515,605,565,-12740,-16590,-18725,brushing
634493650,-521,620,548,-12740,-16590,-18725,brushing
634504355,-521,620,548,-13387,-14945,-20265,brushing
634511091,-532,638,550,-13387,-14945,-20265,brushing
634523629,-532,638,550,-14542,-17622,-21980,brushing
634528228,-539,601,553,-14542,-17622,-21980,brushing
634542597,-539,601,553,-14490,-18147,-24185,brushing
