time[us],acc_l_x[mg],acc_l_y[mg],acc_l_z[mg],gyro_x[mdps],gyro_y[mdps],gyro_z[mdps],label
2866845878,-147,553,790,2747,-770,542,pick'n'drop
2866863312,-148,548,790,2747,-770,542,pick'n'drop
2866865469,-148,548,790,2765,-2362,140,pick'n'drop
2866880449,-148,546,792,2765,-2362,140,pick'n'drop
2866884744,-148,546,792,2712,-3307,-315,pick'n'drop
2866897586,-147,544,794,2712,-3307,-315,pick'n'drop
2866904018,-147,544,794,2625,-3657,-577,pick'n'drop
2866915029,-143,547,793,2625,-3657,-577,pick'n'drop
2866922987,-143,547,793,2660,-3815,-665,pick'n'drop
2866932166,-143,550,793,2660,-3815,-665,pick'n'drop
2866942260,-143,550,793,2660,-4427,-752,pick'n'drop
2866949302,-141,549,794,2660,-4427,-752,pick'n'drop
2866961534,-141,549,794,2625,-4900,-717,pick'n'drop
2866966439,-142,547,795,2625,-4900,-717,pick'n'drop
2866980502,-142,547,795,2625,-4900,-577,pick'n'drop
2866983881,-142,544,799,2625,-4900,-577,pick'n'drop
2866999776,-142,544,799,2660,-4427,-385,pick'n'drop
2867001018,-140,540,799,2660,-4427,-385,pick'n'drop
2867018134,-135,527,799,2660,-4427,-385,pick'n'drop
2867019070,-135,527,799,2712,-4025,-367,pick'n'drop
2867035576,-138,534,800,2712,-4025,-367,pick'n'drop
2867038040,-138,534,800,2992,-3097,-525,pick'n'drop
2867052713,-153,559,801,2992,-3097,-525,pick'n'drop
2867057313,-153,559,801,3237,-857,-52,pick'n'drop
2867069850,-147,551,784,3237,-857,-52,pick'n'drop
2867076587,-147,551,784,3097,-1557,-17,pick'n'drop
2867087292,-148,554,783,3097,-1557,-17,pick'n'drop
2867095860,-148,554,783,2747,-3342,-647,pick'n'drop
2867104428,-147,562,788,2747,-3342,-647,pick'n'drop
2867114829,-147,562,788,2485,-5705,-1102,pick'n'drop
2867121565,-142,552,791,2485,-5705,-1102,pick'n'drop
2867134102,-142,552,791,2310,-7402,-1365,pick'n'drop
2867139007,-143,544,796,2310,-7402,-1365,pick'n'drop
2867153376,-143,544,796,2310,-7140,-1347,pick'n'drop
2867156144,-145,541,801,2310,-7140,-1347,pick'n'drop
