time[us],acc_l_x[mg],acc_l_y[mg],acc_l_z[mg],gyro_x[mdps],gyro_y[mdps],gyro_z[mdps],label
3515631045,346,487,772,4427,-8365,-2432,brushing
3515635952,346,487,772,4235,-8277,-2467,brushing
3515648184,350,486,774,4235,-8277,-2467,brushing
3515654921,350,486,774,4060,-7945,-2677,brushing
3515665322,351,492,774,4060,-7945,-2677,brushing
3515674198,351,492,774,3972,-7525,-2975,brushing
3515682766,349,494,770,3972,-7525,-2975,brushing
3515693167,349,494,770,3815,-7192,-2835,brushing
3515699904,347,497,769,3815,-7192,-2835,brushing
3515712443,347,497,769,3710,-6650,-2327,brushing
3515717043,347,500,774,3710,-6650,-2327,brushing
3515731718,347,500,774,3867,-5897,-1680,brushing
3515734181,347,501,774,3867,-5897,-1680,brushing
3515750688,347,501,774,4025,-5197,-962,brushing
3515751318,346,500,773,4025,-5197,-962,brushing
3515768741,344,502,770,4025,-5197,-962,brushing
3515769983,344,502,770,4182,-4497,-297,brushing
3515785879,342,501,769,4182,-4497,-297,brushing
3515788953,342,501,769,4200,-3990,350,brushing
3515803018,339,497,771,4200,-3990,350,brushing
3515808230,339,497,771,4095,-3482,735,brushing
3515820157,337,493,771,4095,-3482,735,brushing
3515827200,337,493,771,4007,-2590,910,brushing
3515837296,339,488,769,4007,-2590,910,brushing
3515846476,339,488,769,3657,-1610,840,brushing
3515854740,336,488,769,3657,-1610,840,brushing
3515865752,336,488,769,3202,-717,805,brushing
3515871879,337,487,765,3202,-717,805,brushing
3515884723,337,487,765,2485,-105,805,brushing
3515889018,335,479,763,2485,-105,805,brushing
3515903999,335,479,763,1662,857,472,brushing
3515906157,334,481,762,1662,857,472,brushing
3515922969,334,481,762,840,1732,-140,brushing
3515923599,335,476,760,840,1732,-140,brushing
3515940717,333,473,762,840,1732,-140,brushing
3515942264,333,473,762,-17,2782,-962,brushing
3515957855,331,473,763,-17,2782,-962,brushing
3515961235,331,473,763,-560,4970,-2152,brushing
3515974995,332,478,751,-560,4970,-2152,brushing
3515980512,332,478,751,-1050,7892,-3447,brushing
3515992134,330,483,738,-1050,7892,-3447,brushing
3515999789,330,483,738,-2170,12197,-4480,brushing
3516009273,331,495,740,-2170,12197,-4480,brushing
3516018758,331,495,740,-2975,16992,-4917,brushing
3516026715,336,523,775,-2975,16992,-4917,brushing
3516038031,336,523,775,-2590,17867,-5862,brushing
3516043852,331,531,802,-2590,17867,-5862,brushing
3516057001,331,531,802,-1032,13772,-7385,brushing
3516060990,331,531,793,-1032,13772,-7385,brushing
3516076276,331,531,793,455,10500,-8575,brushing
3516078129,336,515,751,455,10500,-8575,brushing
3516095247,338,491,715,647,16345,-9310,brushing
3516112683,322,538,761,647,16345,-9310,brushing
3516114536,322,538,761,682,27020,-10360,brushing
3516129822,306,588,805,682,27020,-10360,brushing
3516133812,306,588,805,2327,21490,-11060,brushing
3516146961,307,579,800,2327,21490,-11060,brushing
3516152782,307,579,800,4480,8190,-11777,brushing
3516164099,307,547,762,4480,8190,-11777,brushing
3516172057,307,547,762,5582,5232,-12355,brushing
3516181237,305,545,756,5582,5232,-12355,brushing
3516191027,305,545,756,6265,8662,-12932,brushing
3516198376,299,572,762,6265,8662,-12932,brushing
3516210303,299,572,762,6737,9660,-12722,brushing
3516215820,291,584,757,6737,9660,-12722,brushing
3516229274,291,584,757,7157,10115,-12442,brushing
3516232957,295,584,733,7157,10115,-12442,brushing
3516248548,295,584,733,6580,11515,-12477,brushing
3516250095,298,582,721,6580,11515,-12477,brushing
3516267213,298,601,711,6580,11515,-12477,brushing
3516267844,298,601,711,5687,13615,-12932,brushing
3516284351,290,621,716,5687,13615,-12932,brushing
3516286814,290,621,716,4865,12810,-12880,brushing
3516301794,283,618,711,4865,12810,-12880,brushing
3516306089,283,618,711,4567,9747,-12582,brushing
3516318933,286,601,703,4567,9747,-12582,brushing
3516325059,286,601,703,4095,8417,-12460,brushing
3516336073,292,586,696,4095,8417,-12460,brushing
3516344337,292,586,696,3605,7892,-12845,brushing
3516353212,301,576,695,3605,7892,-12845,brushing
3516363307,301,576,695,3150,8820,-13825,brushing
3516370349,301,591,696,3150,8820,-13825,brushing
3516382583,301,591,696,3045,9992,-14350,brushing
3516387488,293,619,705,3045,9992,-14350,brushing
3516401859,293,619,705,3605,8977,-13860,brushing
3516404934,295,636,703,3605,8977,-13860,brushing
3516420830,295,636,703,3972,7437,-12687,brushing
3516422071,299,641,686,3972,7437,-12687,brushing
3516439189,301,652,677,3972,7437,-12687,brushing
3516440125,301,652,677,3780,6370,-12040,brushing
3516456327,299,650,660,3780,6370,-12040,brushing
3516459095,299,650,660,2660,1855,-11585,brushing
3516473465,298,647,662,2660,1855,-11585,brushing
3516478371,298,647,662,1837,560,-10762,brushing
3516490909,307,654,670,1837,560,-10762,brushing
3516497342,307,654,670,1470,2362,-9730,brushing
3516508047,315,655,672,1470,2362,-9730,brushing
3516516617,315,655,672,1452,5197,-8487,brushing
3516525186,327,658,671,1452,5197,-8487,brushing
3516535588,327,658,671,1137,8960,-6772,brushing
3516542325,331,669,664,1137,8960,-6772,brushing
3516554863,331,669,664,455,11025,-4637,brushing
3516559464,336,677,653,455,11025,-4637,brushing
3516574137,336,677,653,-630,11550,-2222,brushing
3516576600,338,675,648,-630,11550,-2222,brushing
3516593107,338,675,648,-1732,13860,-70,brushing
3516593737,334,678,661,-1732,13860,-70,brushing
3516611160,329,677,664,-1732,13860,-70,brushing
3516612402,329,677,664,-1592,16310,2275,brushing
3516628298,336,684,662,-1592,16310,2275,brushing
3516631373,336,684,662,-717,20842,4270,brushing
3516645438,344,715,669,-717,20842,4270,brushing
3516650649,344,715,669,-52,24552,6387,brushing
3516662576,335,748,681,-52,24552,6387,brushing
3516669618,335,748,681,752,23415,9642,brushing
3516679714,311,774,689,752,23415,9642,brushing
3516688893,311,774,689,2485,18585,13632,brushing
3516697156,291,784,691,2485,18585,13632,brushing
3516708168,291,784,691,4742,12547,17307,brushing
3516714295,277,769,682,4742,12547,17307,brushing
3516727139,277,769,682,6965,8365,20160,brushing
3516731433,271,750,681,6965,8365,20160,brushing
3516746412,271,750,681,9117,7385,21875,brushing
3516748569,266,726,680,9117,7385,21875,brushing
3516765381,266,726,680,10762,9572,22470,brushing
3516766011,261,700,669,10762,9572,22470,brushing
3516783130,260,672,641,10762,9572,22470,brushing
3516784677,260,672,641,11550,13160,22190,brushing
3516800268,260,643,615,11550,13160,22190,brushing
3516803646,260,643,615,11060,17972,21140,brushing
3516817405,269,619,591,11060,17972,21140,brushing
3516822921,269,619,591,9397,22382,19530,brushing
3516834543,291,613,585,9397,22382,19530,brushing
3516842195,291,613,585,6492,24657,16170,brushing
3516851681,308,622,578,6492,24657,16170,brushing
3516861166,308,622,578,2800,24220,12040,brushing
3516869125,309,659,569,2800,24220,12040,brushing
3516880442,309,659,569,-1347,20370,7840,brushing
3516886262,306,692,559,-1347,20370,7840,brushing
3516899411,306,692,559,-5722,11182,4725,brushing
3516903400,305,711,558,-5722,11182,4725,brushing
3516918686,305,711,558,-9415,577,2572,brushing
3516920538,303,706,564,-9415,577,2572,brushing
3516937656,300,686,576,-11445,-7122,875,brushing
