time[us],acc_l_x[mg],acc_l_y[mg],acc_l_z[mg],gyro_x[mdps],gyro_y[mdps],gyro_z[mdps],label
2734788334,4,990,-132,1400,-4952,-1872,brushing
2734799344,3,993,-133,1400,-4952,-1872,brushing
2734807302,3,993,-133,1522,-4585,-1295,brushing
2734816482,5,993,-134,1522,-4585,-1295,brushing
2734826576,5,993,-134,1627,-4620,-927,brushing
2734833923,6,990,-133,1627,-4620,-927,brushing
2734845849,6,990,-133,1785,-4270,-752,brushing
2734851059,7,987,-132,1785,-4270,-752,brushing
2734864818,7,987,-132,1837,-4042,-647,brushing
2734868196,8,986,-130,1837,-4042,-647,brushing
2734884092,8,986,-130,1627,-4130,-577,brushing
2734885333,11,987,-129,1627,-4130,-577,brushing
2734902755,11,984,-129,1102,-4830,-402,brushing
2734919883,7,981,-126,1102,-4830,-402,brushing
2734922345,7,981,-126,612,-5145,-437,brushing
2734937018,9,980,-125,612,-5145,-437,brushing
2734941619,9,980,-125,385,-5197,-490,brushing
2734954461,5,978,-125,385,-5197,-490,brushing
2734960586,5,978,-125,297,-4952,-420,brushing
2734971597,7,984,-125,297,-4952,-420,brushing
2734979860,7,984,-125,280,-4952,-367,brushing
2734988734,7,987,-119,280,-4952,-367,brushing
2734999133,7,987,-119,280,-5827,-350,brushing
2735005870,3,982,-119,280,-5827,-350,brushing
2735018101,3,982,-119,612,-6160,-385,brushing
2735023312,4,980,-123,612,-6160,-385,brushing
2735037375,4,980,-123,1137,-5705,-280,brushing
2735040449,1,978,-124,1137,-5705,-280,brushing
2735056649,1,978,-124,1767,-5232,-157,brushing
2735057586,1,975,-123,1767,-5232,-157,brushing
2735074702,3,979,-120,1767,-5232,-157,brushing
2735075638,3,979,-120,2240,-5092,-210,brushing
2735092144,0,972,-118,2240,-5092,-210,brushing
2735094911,0,972,-118,2625,-5285,-210,brushing
2735109280,5,971,-124,2625,-5285,-210,brushing
2735114185,5,971,-124,2940,-5040,-367,brushing
2735126416,4,970,-127,2940,-5040,-367,brushing
2735133153,4,970,-127,2940,-4672,-525,brushing
2735143554,4,973,-128,2940,-4672,-525,brushing
2735152427,4,973,-128,2747,-4620,-1050,brushing
2735160995,3,981,-124,2747,-4620,-1050,brushing
2735171395,3,981,-124,2502,-4952,-1277,brushing
2735178131,0,978,-125,2502,-4952,-1277,brushing
2735190669,0,978,-125,2467,-5075,-1470,brushing
2735195268,1,977,-130,2467,-5075,-1470,brushing
2735209942,1,977,-130,2292,-4655,-1470,brushing
2735212405,3,976,-129,2292,-4655,-1470,brushing
2735228911,3,976,-129,2117,-4322,-1540,brushing
2735229847,6,976,-128,2117,-4322,-1540,brushing
2735246963,6,976,-129,2117,-4322,-1540,brushing
2735248205,6,976,-129,1855,-4462,-1662,brushing
2735264100,4,973,-128,1855,-4462,-1662,brushing
2735267479,4,973,-128,1732,-4777,-1802,brushing
2735281236,5,967,-129,1732,-4777,-1802,brushing
2735286447,5,967,-129,1820,-4567,-1977,brushing
2735298679,5,971,-127,1820,-4567,-1977,brushing
2735305721,5,971,-127,2065,-3867,-2100,brushing
2735315816,6,977,-127,2065,-3867,-2100,brushing
2735324995,6,977,-127,2327,-3587,-2240,brushing
2735332953,7,980,-130,2327,-3587,-2240,brushing
2735343964,7,980,-130,2432,-3727,-2327,brushing
2735350091,6,983,-132,2432,-3727,-2327,brushing
2735363239,6,983,-132,2485,-3517,-2152,brushing
2735367533,4,984,-131,2485,-3517,-2152,brushing
2735382207,4,984,-131,2607,-3255,-1837,brushing
2735384670,7,986,-132,2607,-3255,-1837,brushing
2735401481,7,986,-132,2607,-2800,-1540,brushing
2735402111,7,985,-132,2607,-2800,-1540,brushing
2735418923,7,985,-128,2607,-2800,-1540,brushing
2735420775,7,985,-128,2607,-2817,-1347,brushing
2735436365,7,981,-130,2607,-2817,-1347,brushing
2735439743,7,981,-130,2572,-2695,-1137,brushing
2735453501,9,979,-131,2572,-2695,-1137,brushing
2735459017,9,979,-131,2345,-2607,-1102,brushing
2735470638,5,986,-126,2345,-2607,-1102,brushing
2735477986,5,986,-126,2030,-2712,-1085,brushing
2735487774,2,985,-122,2030,-2712,-1085,brushing
2735497259,2,985,-122,1925,-2992,-1172,brushing
2735504912,0,987,-130,1925,-2992,-1172,brushing
2735516533,0,987,-130,1872,-3062,-1295,brushing
2735522354,-1,995,-128,1872,-3062,-1295,brushing
2735535502,-1,995,-128,1872,-3447,-1172,brushing
2735539491,1,993,-122,1872,-3447,-1172,brushing
2735554775,1,993,-122,1977,-3832,-1102,brushing
2735556628,2,991,-122,1977,-3832,-1102,brushing
2735573745,5,991,-125,2117,-3797,-805,brushing
2735591179,7,985,-124,2117,-3797,-805,brushing
2735593030,7,985,-124,1942,-4130,-280,brushing
2735608315,9,978,-120,1942,-4130,-280,brushing
2735612304,9,978,-120,1767,-4182,52,brushing
2735625452,9,981,-118,1767,-4182,52,brushing
2735631273,9,981,-118,1680,-4060,157,brushing
2735642589,5,981,-121,1680,-4060,157,brushing
2735650547,5,981,-121,1557,-4795,-35,brushing
2735660030,3,980,-124,1557,-4795,-35,brushing
2735669821,3,980,-124,1540,-5600,-385,brushing
2735677167,0,977,-121,1540,-5600,-385,brushing
2735688789,0,977,-121,1837,-5425,-402,brushing
2735694304,0,978,-119,1837,-5425,-402,brushing
2735708063,0,978,-119,2240,-5127,-297,brushing
2735711441,0,983,-122,2240,-5127,-297,brushing
2735727336,0,983,-122,2660,-5267,-297,brushing
2735728882,0,983,-126,2660,-5267,-297,brushing
2735745999,0,981,-129,3010,-5390,-350,brushing
